0.0061,-0.9852,-0.0060
-0.0041,-0.9837,-0.0053
0.0050,-0.9881,-0.0105
0.0022,-0.9875,-0.0042
0.0029,-0.9895,-0.0048
0.0063,-0.9894,-0.0120
-0.0004,-0.9888,-0.0065
0.0016,-0.9931,-0.0114
0.0050,-0.9862,-0.0054
0.0007,-0.9834,-0.0028
0.0001,-0.9830,-0.0026
0.0042,-0.9949,-0.0048
0.0075,-0.9855,-0.0081
0.0005,-0.9873,-0.0072
0.0052,-0.9846,-0.0061
-0.0019,-0.9867,-0.0090
0.0050,-0.9853,-0.0103
0.0058,-0.9885,-0.0118
0.0024,-0.9878,-0.0106
-0.0002,-0.9891,-0.0085
-0.0045,-0.9938,-0.0135
0.0022,-0.9865,-0.0067
0.0032,-0.9882,-0.0033
0.0114,-0.9855,-0.0121
0.0115,-0.9872,-0.0126
0.0064,-0.9864,-0.0076
0.0056,-0.9884,-0.0037
0.0073,-0.9804,-0.0062
0.0030,-0.9876,-0.0053
0.0036,-0.9821,-0.0097
-0.0007,-0.9929,-0.0008
0.0075,-0.9909,-0.0062
-0.0011,-0.9884,-0.0114
0.0061,-0.9844,-0.0040
0.0068,-0.9837,-0.0087
0.0054,-0.9900,-0.0019
0.0074,-0.9882,-0.0064
0.0039,-0.9848,-0.0090
0.0029,-0.9882,-0.0032
0.0033,-0.9873,-0.0095
0.0049,-0.9884,-0.0097
0.0023,-0.9901,-0.0024
-0.0012,-0.9865,-0.0089
0.0060,-0.9928,-0.0059
0.0041,-0.9876,-0.0065
0.0028,-0.9906,-0.0135
0.0084,-0.9853,-0.0060
0.0031,-0.9916,-0.0108
0.0073,-0.9848,-0.0049
0.0023,-0.9887,-0.0023
0.0040,-0.9872,-0.0070
0.0050,-0.9809,-0.0063
0.0040,-0.9922,-0.0013
0.0037,-0.9887,-0.0041
0.0079,-0.9938,-0.0038
0.0041,-0.9876,-0.0056
0.0029,-0.9884,-0.0050
0.0053,-0.9878,-0.0044
0.0033,-0.9888,-0.0074
0.0002,-0.9875,-0.0086
0.0070,-0.9887,-0.0004
0.0062,-0.9935,-0.0038
0.0016,-0.9939,-0.0108
0.0107,-0.9903,-0.0043
0.0050,-0.9896,-0.0066
0.0042,-0.9834,-0.0106
0.0073,-0.9880,-0.0096
0.0042,-0.9854,-0.0114
0.0009,-0.9901,-0.0058
0.0037,-0.9899,-0.0070
0.0015,-0.9900,-0.0082
0.0000,-0.9836,-0.0055
0.0057,-0.9888,0.0001
0.0039,-0.9893,-0.0000
0.0001,-0.9889,-0.0052
0.0013,-0.9903,-0.0011
0.0059,-0.9871,-0.0123
0.0066,-0.9928,-0.0070
-0.0008,-0.9863,-0.0035
0.0054,-0.9874,-0.0117
0.0043,-0.9857,-0.0080
0.0030,-0.9874,-0.0077
0.0059,-0.9858,-0.0028
0.0025,-0.9884,-0.0129
0.0009,-0.9896,-0.0128
0.0067,-0.9901,-0.0116
0.0014,-0.9859,-0.0157
0.0044,-0.9847,-0.0041
0.0000,-0.9837,-0.0043
0.0029,-0.9870,-0.0049
0.0057,-0.9905,-0.0134
0.0036,-0.9897,-0.0057
0.0071,-0.9877,-0.0063
0.0025,-0.9902,-0.0025
0.0049,-0.9909,-0.0102
0.0012,-0.9900,-0.0075
0.0004,-0.9878,-0.0081
0.0048,-0.9886,-0.0056
-0.0004,-0.9839,-0.0066
0.0016,-0.9914,-0.0001
0.0032,-0.9871,-0.0059
0.0045,-0.9844,-0.0137
0.0020,-0.9897,-0.0067
0.0017,-0.9869,-0.0137
0.0017,-0.9919,-0.0056
