-0.0295,0.0207,0.9816
-0.0315,0.0256,0.9799
-0.0323,0.0152,0.9912
-0.0366,0.0174,0.9887
-0.0274,0.0211,0.9803
-0.0295,0.0185,0.9859
-0.0288,0.0182,0.9898
-0.0249,0.0174,0.9791
-0.0293,0.0182,0.9864
-0.0321,0.0192,0.9874
-0.0324,0.0275,0.9850
-0.0261,0.0250,0.9846
-0.0304,0.0209,0.9875
-0.0331,0.0205,0.9868
-0.0333,0.0202,0.9896
-0.0272,0.0176,0.9897
-0.0314,0.0212,0.9827
-0.0263,0.0200,0.9824
-0.0322,0.0247,0.9864
-0.0306,0.0180,0.9859
-0.0309,0.0258,0.9886
-0.0358,0.0183,0.9795
-0.0274,0.0221,0.9872
-0.0281,0.0164,0.9859
-0.0260,0.0185,0.9801
-0.0287,0.0134,0.9898
-0.0337,0.0187,0.9912
-0.0329,0.0189,0.9883
-0.0246,0.0248,0.9884
-0.0292,0.0208,0.9880
-0.0270,0.0248,0.9862
-0.0305,0.0199,0.9840
-0.0298,0.0178,0.9892
-0.0323,0.0206,0.9846
-0.0348,0.0222,0.9842
-0.0311,0.0156,0.9930
-0.0294,0.0154,0.9829
-0.0295,0.0199,0.9894
-0.0307,0.0221,0.9873
-0.0258,0.0185,0.9875
-0.0308,0.0207,0.9889
-0.0292,0.0166,0.9785
-0.0305,0.0145,0.9889
-0.0302,0.0162,0.9865
-0.0263,0.0122,0.9762
-0.0293,0.0151,0.9900
-0.0284,0.0156,0.9808
-0.0322,0.0200,0.9835
-0.0265,0.0150,0.9875
-0.0310,0.0223,0.9882
-0.0289,0.0144,0.9847
-0.0311,0.0196,0.9862
-0.0318,0.0203,0.9889
-0.0309,0.0217,0.9888
-0.0324,0.0195,0.9839
-0.0314,0.0136,0.9936
-0.0315,0.0244,0.9850
-0.0295,0.0202,0.9870
-0.0330,0.0200,0.9830
-0.0317,0.0188,0.9872
-0.0266,0.0175,0.9856
-0.0307,0.0208,0.9864
-0.0280,0.0171,0.9856
-0.0314,0.0222,0.9884
-0.0343,0.0235,0.9882
-0.0283,0.0204,0.9908
-0.0340,0.0240,0.9918
-0.0254,0.0189,0.9916
-0.0271,0.0236,0.9862
-0.0323,0.0156,0.9885
-0.0292,0.0160,0.9862
-0.0308,0.0203,0.9812
-0.0330,0.0221,0.9894
-0.0354,0.0176,0.9957
-0.0364,0.0227,0.9851
-0.0289,0.0206,0.9904
-0.0320,0.0201,0.9886
-0.0298,0.0169,0.9857
-0.0339,0.0190,0.9920
-0.0294,0.0187,0.9820
-0.0292,0.0195,0.9849
-0.0274,0.0190,0.9844
-0.0293,0.0181,0.9800
-0.0328,0.0233,0.9885
-0.0331,0.0192,0.9858
-0.0284,0.0206,0.9912
-0.0300,0.0215,0.9843
-0.0278,0.0222,0.9888
-0.0318,0.0223,0.9858
-0.0322,0.0172,0.9934
-0.0309,0.0187,0.9889
-0.0244,0.0175,0.9851
-0.0283,0.0237,0.9867
-0.0340,0.0204,0.9865
-0.0305,0.0222,0.9879
-0.0265,0.0190,0.9856
-0.0225,0.0205,0.9860
-0.0278,0.0189,0.9889
-0.0250,0.0151,0.9905
-0.0274,0.0230,0.9898
-0.0245,0.0159,0.9914
-0.0303,0.0258,0.9900
-0.0323,0.0235,0.9872
-0.0326,0.0124,0.9857
-0.0290,0.0239,0.9823
-0.0267,0.0156,0.9838
-0.0382,0.0201,0.9861
-0.0283,0.0247,0.9900
-0.0277,0.0188,0.9923
-0.0279,0.0206,0.9798
-0.0315,0.0167,0.9868
-0.0296,0.0213,0.9856
-0.0318,0.0217,0.9852
-0.0300,0.0147,0.9891
-0.0311,0.0168,0.9813
-0.0295,0.0191,0.9909
-0.0313,0.0205,0.9893
-0.0323,0.0215,0.9918
-0.0331,0.0170,0.9915
-0.0216,0.0213,0.9790
-0.0292,0.0178,0.9871
-0.0322,0.0193,0.9896
-0.0324,0.0190,0.9857
-0.0322,0.0170,0.9931
-0.0309,0.0205,0.9897
-0.0313,0.0178,0.9865
-0.0285,0.0192,0.9874
-0.0327,0.0160,0.9897
-0.0329,0.0194,0.9864
-0.0332,0.0185,0.9808
-0.0293,0.0170,0.9860
-0.0298,0.0226,0.9823
-0.0306,0.0172,0.9856
-0.0269,0.0224,0.9841
-0.0321,0.0185,0.9832
-0.0332,0.0212,0.9899
-0.0340,0.0151,0.9836
-0.0365,0.0219,0.9879
-0.0330,0.0220,0.9882
-0.0292,0.0181,0.9883
-0.0321,0.0173,0.9863
-0.0315,0.0206,0.9883
-0.0353,0.0158,0.9854
-0.0304,0.0211,0.9888
-0.0327,0.0121,0.9935
-0.0329,0.0228,0.9829
-0.0278,0.0229,0.9886
-0.0291,0.0226,0.9879
-0.0275,0.0179,0.9868
-0.0310,0.0236,0.9852
-0.0285,0.0275,0.9864
-0.0306,0.0162,0.9853
-0.0283,0.0231,0.9816
-0.0306,0.0205,0.9868
-0.0244,0.0210,0.9864
-0.0296,0.0189,0.9837
-0.0249,0.0183,0.9881
-0.0319,0.0236,0.9824
-0.0301,0.0253,0.9871
-0.0308,0.0243,0.9889
-0.0267,0.0191,0.9869
-0.0293,0.0173,0.9866
-0.0279,0.0212,0.9844
-0.0339,0.0247,0.9810
-0.0329,0.0218,0.9887
-0.0264,0.0180,0.9762
-0.0309,0.0165,0.9855
-0.0286,0.0161,0.9908
-0.0319,0.0197,0.9857
-0.0344,0.0233,0.9829
-0.0315,0.0177,0.9857
-0.0272,0.0233,0.9887
-0.0350,0.0166,0.9907
-0.0369,0.0252,0.9870
-0.0340,0.0255,0.9893
-0.0316,0.0223,0.9896
-0.0288,0.0191,0.9919
-0.0377,0.0219,0.9914
-0.0327,0.0217,0.9831
-0.0315,0.0255,0.9837
-0.0271,0.0208,0.9896
-0.0297,0.0229,0.9836
-0.0335,0.0161,0.9929
-0.0313,0.0177,0.9832
-0.0356,0.0185,0.9891
-0.0357,0.0172,0.9894
-0.0345,0.0201,0.9823
-0.0317,0.0260,0.9857
-0.0339,0.0220,0.9841
-0.0335,0.0235,0.9887
-0.0364,0.0216,0.9881
-0.0291,0.0204,0.9846
-0.0316,0.0190,0.9879
-0.0388,0.0216,0.9893
-0.0286,0.0180,0.9788
-0.0339,0.0198,0.9932
-0.0317,0.0217,0.9798
-0.0280,0.0156,0.9877
-0.0297,0.0215,0.9838
-0.0337,0.0133,0.9894
