========================================
  BAI 3: ANH HUONG GIA TOC TRONG TRUONG
========================================
Quy tac: Ax = sin(pitch), Az = cos(pitch), Ay ~ 0 khi chi nghieng theo X

Bang ly thuyet (nghieng theo truc X - Pitch):
 Goc |  Ax(g) |  Ay(g) |  Az(g) | |a|(g)
-----|--------|--------|--------|-------
  0  | 0.000  | 0.000  | 1.000  | 1.000
  15  | 0.259  | 0.000  | 0.966  | 1.000
  30  | 0.500  | 0.000  | 0.866  | 1.000
  45  | 0.707  | 0.000  | 0.707  | 1.000
  60  | 0.866  | 0.000  | 0.500  | 1.000
  90  | 1.000  | 0.000  | 0.000  | 1.000

--- DO THUC TE ---
Goc | Ax_do | Ay_do | Az_do | |a| | Sai lech%

Dat cam bien nghieng 0 do (theo truc X), nhan phim:
angle_deg,ax,ay,az
45.0,0.7032,-0.0023,0.7060
45.0,0.7067,-0.0012,0.7070
45.0,0.7027,0.0015,0.7052
45.0,0.7093,0.0055,0.7056
45.0,0.7010,-0.0016,0.7117
45.0,0.7145,-0.0044,0.7099
45.0,0.7072,-0.0010,0.7163
45.0,0.7041,0.0001,0.7098
45.0,0.7119,-0.0004,0.7093
45.0,0.7074,0.0001,0.7074
45.0,0.7105,-0.0018,0.7095
45.0,0.7085,0.0027,0.7082
45.0,0.7033,0.0031,0.7057
45.0,0.7066,-0.0025,0.7125
45.0,0.7022,0.0087,0.7116
45.0,0.7093,-0.0009,0.7093
45.0,0.7102,0.0012,0.7101
45.0,0.7089,-0.0013,0.7079
45.0,0.7080,0.0027,0.7102
45.0,0.6998,0.0013,0.7090
45.0,0.7085,-0.0019,0.7118
45.0,0.7114,-0.0030,0.7096
45.0,0.7057,-0.0048,0.7065
45.0,0.7112,0.0022,0.7099
45.0,0.7108,0.0008,0.7065
45.0,0.7099,0.0017,0.7107
45.0,0.7122,0.0014,0.7095
45.0,0.7118,-0.0008,0.7058
45.0,0.7081,-0.0029,0.7064
45.0,0.7082,-0.0031,0.7075
45.0,0.7029,-0.0001,0.7084
45.0,0.7061,0.0013,0.7112
45.0,0.7038,-0.0030,0.7061
45.0,0.7058,0.0018,0.7078
45.0,0.7078,-0.0067,0.7103
45.0,0.7049,-0.0005,0.7092
45.0,0.7127,-0.0046,0.6993
45.0,0.7092,0.0047,0.7121
45.0,0.7092,-0.0022,0.7108
45.0,0.7057,0.0007,0.7099
45.0,0.7118,0.0076,0.7096
45.0,0.7071,-0.0008,0.7031
45.0,0.7065,-0.0019,0.7068
45.0,0.7091,-0.0032,0.7118
45.0,0.7086,-0.0007,0.7074
45.0,0.7091,0.0018,0.7058
45.0,0.7066,-0.0016,0.7044
45.0,0.7061,-0.0021,0.7110
45.0,0.7094,-0.0001,0.7110
45.0,0.7082,0.0005,0.7081
45.0,0.7094,-0.0024,0.7011
45.0,0.7082,0.0036,0.7112
45.0,0.7115,0.0030,0.7087
45.0,0.7092,-0.0026,0.7075
45.0,0.7104,0.0029,0.7080
45.0,0.7072,-0.0007,0.7102
45.0,0.7043,-0.0076,0.7067
45.0,0.7049,-0.0022,0.7080
45.0,0.7072,0.0037,0.7094
45.0,0.7095,0.0012,0.7050
45.0,0.7117,-0.0009,0.7104
45.0,0.7054,-0.0054,0.7109
45.0,0.7097,-0.0034,0.7058
45.0,0.7120,-0.0043,0.7133
45.0,0.7059,0.0012,0.7074
45.0,0.7104,-0.0023,0.7079
45.0,0.7087,-0.0037,0.7106
45.0,0.7071,-0.0014,0.7054
45.0,0.7009,-0.0013,0.7156
45.0,0.7110,-0.0008,0.7076
45.0,0.7087,0.0009,0.7049
45.0,0.7119,0.0014,0.7106
45.0,0.7099,-0.0006,0.7104
45.0,0.7104,-0.0018,0.7067
45.0,0.7089,0.0039,0.7047
45.0,0.7042,-0.0002,0.7086
45.0,0.7091,0.0000,0.7077
45.0,0.7131,-0.0055,0.7059
45.0,0.7083,-0.0056,0.7079
45.0,0.7136,-0.0006,0.7091
45.0,0.7048,-0.0025,0.7073
45.0,0.7076,0.0031,0.7101
45.0,0.7053,0.0000,0.7099
45.0,0.7120,0.0040,0.7054
45.0,0.7062,-0.0045,0.7077
45.0,0.7100,0.0023,0.7082
45.0,0.7076,-0.0002,0.7059
45.0,0.7149,-0.0055,0.7090
45.0,0.7147,-0.0007,0.7078
45.0,0.7075,-0.0012,0.7125
45.0,0.7020,0.0039,0.7041
45.0,0.7078,-0.0020,0.7102
45.0,0.7038,0.0007,0.7145
45.0,0.7045,-0.0001,0.7064
45.0,0.7099,-0.0006,0.7065
45.0,0.7101,0.0047,0.7078
45.0,0.7108,-0.0046,0.7055
45.0,0.7100,0.0038,0.7095
45.0,0.7077,-0.0007,0.7046
45.0,0.7104,0.0019,0.7070
45.0,0.7072,0.0001,0.7071
45.0,0.7084,0.0056,0.7077
45.0,0.7075,-0.0026,0.7106
45.0,0.7081,-0.0026,0.7124
45.0,0.7129,-0.0025,0.7028
45.0,0.7116,-0.0028,0.7108
45.0,0.7027,0.0020,0.7048
45.0,0.7108,-0.0007,0.7055
45.0,0.7074,0.0014,0.7087
45.0,0.7104,0.0052,0.7037
45.0,0.7135,-0.0004,0.7057
45.0,0.7046,-0.0013,0.7112
45.0,0.7082,0.0038,0.7040
45.0,0.7086,-0.0045,0.7095
45.0,0.7113,-0.0020,0.7006
45.0,0.7092,0.0006,0.7096
45.0,0.7123,-0.0039,0.7104
45.0,0.7122,-0.0060,0.7094
45.0,0.7071,-0.0009,0.7094
45.0,0.7071,-0.0027,0.7085
45.0,0.7053,-0.0040,0.7104
45.0,0.7052,0.0013,0.7098
45.0,0.7034,-0.0027,0.7120
45.0,0.7057,-0.0021,0.7098
45.0,0.7110,-0.0015,0.7066
45.0,0.7129,0.0045,0.7113
45.0,0.7089,-0.0031,0.7059
45.0,0.7102,0.0006,0.7126
45.0,0.7106,-0.0052,0.7116
45.0,0.7056,-0.0019,0.7092
45.0,0.7146,0.0086,0.7102
45.0,0.7081,0.0009,0.7111
45.0,0.7076,0.0047,0.7091
45.0,0.7101,0.0013,0.7097
45.0,0.7111,-0.0026,0.7067
45.0,0.7053,0.0006,0.7107
45.0,0.7100,0.0043,0.7084
45.0,0.7106,-0.0040,0.7072
45.0,0.7107,0.0018,0.7075
45.0,0.7084,-0.0053,0.7073
45.0,0.7113,0.0010,0.7099
45.0,0.7087,-0.0007,0.7064
45.0,0.7107,0.0006,0.7099
45.0,0.7070,-0.0072,0.7117
45.0,0.7072,-0.0033,0.7105
45.0,0.7074,0.0025,0.7103
45.0,0.7107,-0.0048,0.7120
45.0,0.7094,-0.0018,0.7088
45.0,0.7033,0.0005,0.7053
45.0,0.7045,-0.0053,0.7117
45.0,0.7067,0.0039,0.7068
45.0,0.7035,-0.0040,0.7121
45.0,0.7081,-0.0023,0.7089
45.0,0.7101,0.0027,0.7127
45.0,0.7075,-0.0047,0.7072
45.0,0.7094,-0.0036,0.7055
45.0,0.7096,-0.0008,0.7085
45.0,0.7063,-0.0014,0.7056
45.0,0.7113,0.0024,0.7029
45.0,0.7058,-0.0052,0.7064
45.0,0.7083,-0.0050,0.7056
45.0,0.7056,-0.0001,0.7086
  45  | 0.708  | -0.001  | 0.708  | 1.0018  | 0.18%
  [OK]

Dat cam bien nghieng 60 do (theo truc X), nhan phim:
angle_deg,ax,ay,az
60.0,0.8627,0.0014,0.4968
60.0,0.8641,0.0059,0.5024
60.0,0.8610,0.0034,0.5008
60.0,0.8615,0.0034,0.5030
60.0,0.8615,-0.0019,0.5015
60.0,0.8657,0.0026,0.4994
60.0,0.8661,-0.0031,0.5015
60.0,0.8684,0.0002,0.4983
60.0,0.8603,0.0024,0.5001
60.0,0.8647,0.0043,0.4974
60.0,0.8666,-0.0022,0.4983
60.0,0.8644,0.0016,0.4973
60.0,0.8645,0.0034,0.4971
60.0,0.8601,0.0061,0.5025
60.0,0.8610,0.0030,0.4969
60.0,0.8657,0.0018,0.4977
60.0,0.8625,-0.0012,0.4957
60.0,0.8624,0.0007,0.4963
60.0,0.8669,0.0054,0.4967
60.0,0.8656,0.0024,0.4998
60.0,0.8651,0.0031,0.4998
60.0,0.8612,0.0035,0.5011
60.0,0.8626,0.0010,0.5004
60.0,0.8643,0.0041,0.5055
60.0,0.8625,-0.0032,0.4993
60.0,0.8671,0.0002,0.5028
60.0,0.8609,0.0030,0.4966
60.0,0.8701,0.0069,0.4961
60.0,0.8633,0.0035,0.4972
60.0,0.8648,0.0010,0.4926
60.0,0.8649,-0.0012,0.4969
60.0,0.8692,-0.0029,0.5008
60.0,0.8641,0.0001,0.5008
60.0,0.8659,0.0026,0.5013
60.0,0.8639,-0.0009,0.4951
60.0,0.8624,0.0097,0.5021
60.0,0.8608,-0.0031,0.4998
60.0,0.8665,0.0025,0.4976
60.0,0.8645,0.0019,0.4987
60.0,0.8582,0.0002,0.4958
60.0,0.8654,0.0099,0.4995
60.0,0.8640,0.0037,0.4998
60.0,0.8662,0.0027,0.5046
60.0,0.8615,0.0023,0.4956
60.0,0.8666,-0.0019,0.4971
60.0,0.8640,0.0038,0.5012
60.0,0.8612,0.0011,0.4963
60.0,0.8611,0.0002,0.4975
60.0,0.8722,0.0022,0.4943
60.0,0.8632,0.0040,0.5047
60.0,0.8601,-0.0047,0.5040
60.0,0.8661,-0.0017,0.5000
60.0,0.8570,0.0009,0.4994
60.0,0.8677,-0.0021,0.4987
60.0,0.8621,0.0017,0.4957
60.0,0.8637,-0.0021,0.5004
60.0,0.8675,0.0002,0.4985
60.0,0.8606,0.0000,0.4982
60.0,0.8728,-0.0024,0.5028
60.0,0.8679,0.0017,0.5037
60.0,0.8660,0.0021,0.4982
60.0,0.8686,0.0042,0.4965
60.0,0.8609,0.0003,0.4960
60.0,0.8647,0.0046,0.4970
60.0,0.8648,0.0011,0.5009
60.0,0.8582,-0.0009,0.4990
60.0,0.8685,-0.0006,0.4928
60.0,0.8668,-0.0010,0.4948
60.0,0.8630,0.0003,0.4966
60.0,0.8583,0.0036,0.5022
60.0,0.8669,-0.0025,0.4978
60.0,0.8649,0.0027,0.5004
60.0,0.8627,0.0011,0.4998
60.0,0.8693,0.0030,0.5008
60.0,0.8652,0.0051,0.4996
60.0,0.8623,0.0051,0.5005
60.0,0.8636,-0.0005,0.4993
60.0,0.8663,0.0015,0.4993
60.0,0.8700,0.0041,0.4990
60.0,0.8677,-0.0022,0.4996
60.0,0.8703,0.0002,0.4959
60.0,0.8629,-0.0024,0.4960
60.0,0.8638,-0.0033,0.4984
60.0,0.8676,-0.0018,0.5030
60.0,0.8664,0.0040,0.4964
60.0,0.8675,-0.0024,0.5011
60.0,0.8654,0.0026,0.4949
60.0,0.8622,0.0027,0.4956
60.0,0.8663,-0.0032,0.5009
60.0,0.8612,0.0026,0.5003
60.0,0.8628,0.0026,0.4992
60.0,0.8633,-0.0021,0.4925
60.0,0.8659,-0.0038,0.4987
60.0,0.8641,0.0029,0.4975
60.0,0.8639,0.0031,0.4994
60.0,0.8658,0.0023,0.4938
60.0,0.8672,0.0027,0.4953
60.0,0.8642,0.0008,0.4980
60.0,0.8659,0.0052,0.5016
60.0,0.8610,0.0028,0.5024
60.0,0.8661,0.0042,0.5044
60.0,0.8680,0.0016,0.5015
60.0,0.8653,0.0010,0.4973
60.0,0.8696,-0.0016,0.5030
60.0,0.8664,-0.0033,0.4995
60.0,0.8586,0.0028,0.5011
60.0,0.8631,0.0013,0.5043
60.0,0.8634,-0.0023,0.5028
60.0,0.8708,0.0009,0.5014
60.0,0.8689,-0.0013,0.4969
60.0,0.8686,0.0060,0.5001
60.0,0.8623,0.0069,0.4968
60.0,0.8639,0.0019,0.5031
60.0,0.8675,0.0021,0.4998
60.0,0.8650,0.0026,0.4908
60.0,0.8640,0.0016,0.4949
60.0,0.8661,0.0003,0.5037
60.0,0.8696,-0.0005,0.4979
60.0,0.8647,-0.0005,0.4990
60.0,0.8626,-0.0025,0.5003
60.0,0.8668,-0.0015,0.5011
60.0,0.8630,0.0017,0.5009
60.0,0.8648,0.0023,0.4969
60.0,0.8643,0.0003,0.4962
60.0,0.8644,-0.0037,0.4969
60.0,0.8640,0.0001,0.4977
60.0,0.8647,0.0023,0.5010
60.0,0.8630,-0.0027,0.4953
60.0,0.8634,-0.0002,0.4961
60.0,0.8610,-0.0005,0.4989
60.0,0.8667,-0.0008,0.4972
60.0,0.8621,0.0008,0.4959
60.0,0.8666,-0.0045,0.4973
60.0,0.8658,0.0015,0.5065
60.0,0.8659,-0.0021,0.4981
60.0,0.8596,0.0007,0.4959
60.0,0.8676,-0.0007,0.4980
60.0,0.8630,0.0061,0.4974
60.0,0.8704,0.0033,0.4998
60.0,0.8660,0.0021,0.4926
60.0,0.8641,0.0034,0.4983
60.0,0.8607,0.0007,0.5035
60.0,0.8686,0.0007,0.5013
60.0,0.8638,-0.0042,0.4956
60.0,0.8696,0.0001,0.4977
60.0,0.8640,0.0066,0.5033
60.0,0.8716,0.0004,0.4993
60.0,0.8604,0.0053,0.4949
60.0,0.8656,-0.0024,0.4966
60.0,0.8624,-0.0009,0.4968
60.0,0.8633,0.0034,0.4951
60.0,0.8656,0.0046,0.4969
60.0,0.8627,0.0002,0.5019
60.0,0.8655,-0.0007,0.4999
60.0,0.8616,0.0029,0.4996
60.0,0.8640,-0.0016,0.4957
60.0,0.8665,0.0046,0.4965
60.0,0.8663,-0.0054,0.4966
60.0,0.8648,-0.0018,0.4956
60.0,0.8629,0.0018,0.4978
60.0,0.8582,-0.0055,0.4966
60.0,0.8663,-0.0073,0.4969
60.0,0.8633,0.0051,0.4972
60.0,0.8660,0.0013,0.4920
60.0,0.8672,0.0015,0.4999
60.0,0.8767,-0.0054,0.5036
60.0,0.8640,0.0018,0.4983
60.0,0.8636,-0.0008,0.4994
60.0,0.8603,0.0032,0.4972
60.0,0.8615,-0.0005,0.5022
60.0,0.8633,0.0020,0.4962
60.0,0.8672,0.0030,0.5039
60.0,0.8644,0.0029,0.4987
60.0,0.8688,-0.0013,0.5006
60.0,0.8643,0.0007,0.4987
60.0,0.8657,0.0006,0.4990
60.0,0.8696,0.0039,0.5010
60.0,0.8635,-0.0018,0.5013
60.0,0.8675,0.0053,0.4966
60.0,0.8642,-0.0040,0.4972
60.0,0.8679,-0.0005,0.5003
60.0,0.8643,0.0019,0.4950
60.0,0.8652,-0.0081,0.4978
60.0,0.8600,0.0045,0.5007
60.0,0.8663,0.0055,0.4956
60.0,0.8701,0.0037,0.4977
60.0,0.8683,-0.0024,0.4959
60.0,0.8631,-0.0007,0.4952
60.0,0.8686,0.0001,0.4995
60.0,0.8632,-0.0046,0.4992
60.0,0.8592,0.0007,0.4943
60.0,0.8709,0.0036,0.4987
60.0,0.8687,-0.0016,0.5000
60.0,0.8655,0.0017,0.5022
60.0,0.8671,0.0018,0.4934
60.0,0.8620,0.0005,0.4987
60.0,0.8615,0.0081,0.5029
60.0,0.8667,0.0011,0.4978
60.0,0.8620,0.0011,0.4992
60.0,0.8612,0.0019,0.4979
  60  | 0.865  | 0.001  | 0.499  | 0.9983  | 0.17%
  [OK]

Dat cam bien nghieng 90 do (theo truc X), nhan phim:
angle_deg,ax,ay,az
90.0,0.9963,-0.0023,-0.0002
90.0,1.0077,0.0020,-0.0030
90.0,1.0035,-0.0043,0.0042
90.0,1.0006,0.0000,0.0050
90.0,0.9981,-0.0039,-0.0008
90.0,1.0051,-0.0043,-0.0075
90.0,1.0006,0.0020,0.0046
90.0,1.0006,-0.0009,0.0045
90.0,0.9964,-0.0009,0.0016
90.0,1.0033,-0.0012,0.0011
90.0,0.9945,-0.0017,0.0024
90.0,0.9991,0.0005,0.0023
90.0,1.0010,0.0008,-0.0019
90.0,1.0014,0.0021,0.0015
90.0,1.0002,0.0010,0.0031
90.0,0.9959,0.0038,-0.0000
90.0,1.0033,0.0039,-0.0031
90.0,0.9999,-0.0006,-0.0014
90.0,1.0072,-0.0023,-0.0007
90.0,1.0026,-0.0033,-0.0002
90.0,1.0030,-0.0007,0.0007
90.0,1.0004,-0.0042,0.0020
90.0,1.0073,0.0004,0.0017
90.0,1.0041,-0.0035,0.0061
90.0,1.0026,0.0052,-0.0012
90.0,1.0075,0.0026,0.0027
90.0,1.0027,-0.0004,0.0046
90.0,1.0024,-0.0056,-0.0024
90.0,1.0014,0.0012,0.0008
90.0,1.0057,-0.0056,0.0014
90.0,0.9965,0.0026,0.0007
90.0,1.0033,-0.0023,0.0048
90.0,1.0051,0.0021,0.0006
90.0,1.0037,-0.0018,0.0036
90.0,1.0069,0.0035,-0.0012
90.0,1.0031,-0.0036,0.0027
90.0,1.0034,-0.0053,-0.0025
90.0,1.0012,-0.0006,-0.0026
90.0,1.0032,0.0011,0.0004
90.0,0.9997,0.0034,0.0060
90.0,1.0005,-0.0015,0.0025
90.0,1.0009,-0.0001,0.0032
90.0,0.9963,0.0043,0.0012
90.0,1.0008,0.0000,0.0009
90.0,0.9968,0.0048,0.0011
90.0,1.0033,0.0032,-0.0021
90.0,1.0034,-0.0005,0.0035
90.0,0.9956,0.0000,-0.0008
90.0,1.0033,0.0017,-0.0011
90.0,0.9999,-0.0000,-0.0017
90.0,1.0045,-0.0008,-0.0077
90.0,1.0009,-0.0028,-0.0039
90.0,0.9983,0.0006,0.0050
90.0,1.0029,-0.0015,0.0024
90.0,1.0006,-0.0018,-0.0025
90.0,0.9967,-0.0009,0.0015
90.0,1.0017,-0.0009,-0.0018
90.0,1.0038,-0.0037,0.0033
90.0,0.9990,-0.0020,-0.0034
90.0,1.0005,0.0032,0.0025
90.0,1.0049,0.0019,-0.0023
90.0,1.0010,-0.0020,0.0050
90.0,0.9984,0.0030,0.0037
90.0,1.0075,-0.0009,0.0031
90.0,1.0088,-0.0016,-0.0036
90.0,0.9964,0.0024,-0.0046
90.0,1.0009,0.0016,0.0016
90.0,1.0033,0.0010,0.0048
90.0,0.9991,-0.0017,-0.0013
90.0,1.0045,0.0030,0.0024
90.0,1.0056,-0.0032,0.0060
90.0,1.0066,0.0025,0.0063
90.0,0.9970,-0.0013,-0.0012
90.0,1.0042,-0.0029,0.0033
90.0,1.0061,0.0024,0.0019
90.0,0.9990,-0.0022,0.0047
90.0,1.0043,0.0002,-0.0003
90.0,0.9959,-0.0029,0.0067
90.0,0.9982,0.0009,0.0040
90.0,0.9982,0.0009,0.0038
90.0,1.0020,0.0089,-0.0040
90.0,1.0052,-0.0002,0.0033
90.0,1.0033,-0.0019,0.0017
90.0,0.9964,0.0021,0.0019
90.0,1.0039,0.0035,0.0021
90.0,1.0024,-0.0023,-0.0011
90.0,1.0056,0.0046,0.0003
90.0,1.0021,-0.0024,0.0045
90.0,1.0040,0.0061,-0.0016
90.0,1.0009,0.0010,0.0029
90.0,1.0014,-0.0023,0.0036
90.0,1.0042,-0.0024,0.0051
90.0,1.0055,0.0007,0.0012
90.0,1.0037,-0.0023,0.0011
90.0,0.9955,0.0029,-0.0037
90.0,1.0065,-0.0007,0.0004
90.0,1.0001,-0.0006,0.0053
90.0,0.9945,0.0041,0.0020
90.0,0.9984,-0.0029,0.0060
90.0,0.9992,-0.0032,0.0044
90.0,1.0030,-0.0025,0.0016
90.0,0.9989,0.0036,0.0042
90.0,1.0036,0.0014,0.0063
90.0,1.0020,-0.0032,0.0023
90.0,1.0083,-0.0027,-0.0001
90.0,1.0032,0.0001,-0.0019
90.0,1.0054,0.0073,0.0016
90.0,0.9993,-0.0043,0.0018
90.0,1.0053,0.0017,0.0010
90.0,1.0002,-0.0030,0.0035
90.0,1.0047,-0.0043,0.0058
90.0,1.0037,0.0045,-0.0030
90.0,0.9979,-0.0001,0.0025
90.0,1.0074,0.0024,0.0003
90.0,0.9989,0.0040,-0.0019
90.0,1.0069,-0.0006,0.0058
90.0,1.0040,-0.0001,-0.0006
90.0,1.0010,0.0016,0.0012
90.0,1.0002,-0.0002,0.0012
90.0,0.9956,0.0017,-0.0019
90.0,0.9985,-0.0048,-0.0044
90.0,0.9979,-0.0018,0.0069
90.0,1.0004,0.0008,0.0022
90.0,1.0024,0.0001,-0.0026
90.0,1.0064,0.0057,-0.0040
90.0,0.9989,-0.0005,-0.0019
90.0,1.0035,-0.0019,0.0075
90.0,1.0056,0.0009,0.0041
90.0,1.0053,-0.0014,-0.0014
90.0,1.0022,0.0029,0.0014
90.0,0.9973,-0.0021,0.0008
90.0,1.0018,0.0062,-0.0032
90.0,1.0035,0.0048,0.0078
90.0,1.0008,0.0018,0.0027
90.0,1.0026,0.0000,0.0023
90.0,0.9944,0.0023,0.0014
90.0,1.0013,0.0064,-0.0010
90.0,1.0008,0.0063,-0.0015
90.0,1.0003,-0.0001,0.0035
90.0,1.0026,-0.0036,-0.0006
90.0,1.0002,0.0001,0.0023
90.0,1.0033,-0.0050,0.0042
90.0,1.0028,0.0045,0.0023
90.0,1.0053,0.0017,0.0050
90.0,1.0036,0.0000,0.0078
90.0,1.0047,0.0020,-0.0028
90.0,0.9981,0.0012,0.0014
90.0,1.0002,0.0007,0.0058
90.0,1.0041,-0.0031,0.0007
90.0,0.9996,-0.0009,-0.0002
90.0,1.0006,-0.0035,0.0006
90.0,1.0003,-0.0085,0.0072
90.0,1.0053,-0.0008,0.0011
90.0,0.9985,0.0054,0.0067
90.0,1.0025,0.0034,0.0015
90.0,0.9980,-0.0009,0.0014
90.0,1.0006,-0.0004,0.0007
90.0,1.0018,0.0005,-0.0022
90.0,0.9998,-0.0036,0.0039
90.0,0.9957,0.0038,0.0052
90.0,1.0011,-0.0075,-0.0001
90.0,1.0018,-0.0027,-0.0005
90.0,1.0066,0.0023,-0.0018
90.0,0.9972,-0.0007,0.0004
90.0,1.0035,-0.0013,0.0025
90.0,1.0078,0.0027,0.0009
90.0,1.0015,-0.0008,0.0045
90.0,1.0001,0.0004,0.0012
90.0,1.0005,-0.0038,0.0020
90.0,1.0018,0.0018,-0.0006
90.0,1.0057,-0.0023,0.0061
90.0,0.9968,0.0016,0.0024
90.0,0.9996,0.0016,0.0048
90.0,0.9953,0.0018,-0.0065
90.0,0.9991,0.0052,-0.0007
90.0,0.9985,-0.0003,0.0072
90.0,0.9965,-0.0029,0.0055
90.0,1.0076,-0.0000,-0.0027
90.0,1.0083,0.0051,0.0030
90.0,0.9996,0.0002,0.0005
90.0,1.0030,0.0047,0.0036
90.0,0.9988,0.0044,0.0019
90.0,1.0041,0.0047,-0.0023
90.0,1.0019,-0.0013,-0.0037
90.0,1.0030,0.0078,-0.0045
90.0,1.0019,0.0022,0.0014
90.0,1.0017,-0.0036,0.0017
90.0,0.9997,-0.0063,0.0046
90.0,1.0049,0.0005,0.0017
90.0,1.0052,0.0010,0.0037
90.0,1.0011,0.0042,0.0020
90.0,1.0026,-0.0035,0.0019
90.0,0.9995,-0.0016,-0.0014
90.0,0.9988,0.0067,0.0050
90.0,1.0078,-0.0034,0.0012
90.0,0.9981,-0.0018,-0.0018
90.0,1.0057,-0.0009,0.0042
90.0,1.0038,0.0072,-0.0034
90.0,1.0058,0.0037,-0.0019
90.0,1.0050,0.0013,0.0003
  90  | 1.002  | 0.000  | 0.001  | 1.0017  | 0.17%
  [OK]

Bai 3 hoan tat. Gui '0' de ve menu.
