=== BAI 6 - UOC LUONG GOC ROLL / PITCH / YAW ===
Cam bien: MPU6500 | 100Hz | Kalman Filter
Time_ms,Roll_Accel,Pitch_Accel,Roll_Gyro,Pitch_Gyro,Yaw_Gyro,Roll_KF,Pitch_KF,Yaw_KF
20690,0.43,9.73,0.38,10.69,0.47,0.05,10.36,0.47
20700,-0.16,10.91,0.38,10.84,0.47,0.04,10.52,0.47
20710,-0.54,10.28,0.38,10.99,0.47,0.02,10.66,0.47
20720,0.67,11.47,0.38,11.13,0.47,0.04,10.83,0.47
20730,0.68,10.38,0.38,11.28,0.47,0.06,10.96,0.47
20740,0.34,11.35,0.38,11.43,0.47,0.07,11.11,0.47
20750,1.27,12.03,0.38,11.59,0.47,0.11,11.29,0.47
20760,0.25,11.65,0.38,11.74,0.47,0.11,11.44,0.47
20770,0.22,12.11,0.38,11.89,0.47,0.12,11.61,0.47
20780,0.07,11.61,0.38,12.04,0.47,0.12,11.76,0.47
20790,-0.41,10.98,0.38,12.19,0.47,0.10,11.88,0.47
20800,-0.31,11.13,0.38,12.34,0.47,0.09,12.00,0.47
20810,1.16,12.91,0.38,12.49,0.47,0.12,12.17,0.47
20820,0.91,12.69,0.38,12.64,0.47,0.15,12.33,0.47
20830,-0.02,12.07,0.38,12.79,0.47,0.14,12.47,0.47
20840,-0.53,13.57,0.38,12.94,0.47,0.12,12.65,0.47
20850,-0.49,13.12,0.38,13.09,0.47,0.10,12.81,0.47
20860,-0.05,12.86,0.38,13.24,0.47,0.10,12.96,0.47
20870,-0.31,13.02,0.38,13.39,0.47,0.09,13.10,0.47
20880,-0.08,13.50,0.38,13.54,0.47,0.09,13.26,0.47
20890,-0.76,13.52,0.38,13.69,0.47,0.06,13.41,0.47
20900,0.26,13.94,0.38,13.84,0.47,0.07,13.58,0.47
20910,-0.42,12.97,0.38,13.99,0.48,0.05,13.70,0.48
20920,0.06,14.19,0.38,14.14,0.48,0.05,13.86,0.48
20930,0.34,13.74,0.38,14.30,0.48,0.06,14.01,0.48
20940,0.01,13.72,0.38,14.45,0.48,0.06,14.14,0.48
20950,-0.25,13.85,0.38,14.60,0.48,0.05,14.28,0.48
20960,-0.28,13.63,0.38,14.75,0.48,0.04,14.40,0.48
20970,0.04,14.59,0.38,14.90,0.48,0.04,14.55,0.48
20980,0.04,14.54,0.38,15.05,0.48,0.04,14.70,0.48
20990,0.53,14.41,0.38,15.20,0.48,0.06,14.83,0.48
21000,-0.07,14.58,0.39,15.35,0.48,0.06,14.97,0.48
21010,0.41,15.31,0.39,15.49,0.48,0.07,15.12,0.48
21020,-0.40,15.03,0.39,15.65,0.48,0.05,15.26,0.48
21030,-1.03,16.06,0.39,15.80,0.48,0.02,15.44,0.48
21040,-0.80,15.38,0.39,15.95,0.48,-0.01,15.58,0.48
21050,0.32,14.85,0.39,16.10,0.48,0.00,15.70,0.48
21060,0.44,15.68,0.39,16.25,0.48,0.02,15.85,0.48
21070,-0.06,17.15,0.39,16.40,0.48,0.02,16.03,0.48
21080,-0.34,16.23,0.39,16.55,0.48,0.00,16.18,0.48
21090,-0.44,16.32,0.39,16.70,0.48,-0.01,16.33,0.48
21100,0.65,17.06,0.39,16.85,0.48,0.01,16.50,0.48
21110,0.42,16.69,0.39,17.00,0.48,0.02,16.65,0.48
21120,-0.26,16.64,0.39,17.15,0.48,0.01,16.79,0.48
21130,0.75,16.79,0.39,17.30,0.48,0.04,16.94,0.48
21140,-0.06,17.41,0.39,17.45,0.48,0.03,17.10,0.48
21150,0.09,18.27,0.39,17.60,0.48,0.04,17.28,0.48
21160,0.60,17.08,0.39,17.75,0.48,0.05,17.42,0.48
21170,0.01,17.14,0.39,17.90,0.49,0.05,17.55,0.49
21180,0.58,17.63,0.39,18.06,0.49,0.07,17.70,0.49
21190,-0.32,17.43,0.40,18.21,0.49,0.06,17.84,0.49
21200,0.57,18.82,0.40,18.36,0.49,0.08,18.01,0.49
21210,0.63,17.41,0.40,18.51,0.49,0.09,18.14,0.49
21220,0.05,17.95,0.40,18.66,0.49,0.09,18.28,0.49
21230,0.42,18.01,0.40,18.81,0.49,0.10,18.42,0.49
21240,0.03,17.77,0.40,18.96,0.49,0.10,18.54,0.49
21250,-0.42,18.61,0.40,19.11,0.49,0.08,18.69,0.49
21260,0.24,19.01,0.40,19.26,0.49,0.09,18.84,0.49
21270,-0.35,19.05,0.40,19.41,0.49,0.08,18.99,0.49
21280,0.59,19.32,0.40,19.56,0.49,0.09,19.15,0.49
21290,0.08,18.90,0.40,19.71,0.49,0.09,19.28,0.49
21300,-0.36,20.51,0.40,19.86,0.49,0.08,19.46,0.49
21310,-0.37,19.50,0.40,20.01,0.49,0.07,19.61,0.49
21320,-0.70,19.31,0.40,20.16,0.49,0.04,19.75,0.49
21330,0.32,20.62,0.40,20.31,0.49,0.05,19.92,0.49
21340,-1.08,19.97,0.40,20.46,0.49,0.02,20.06,0.49
21350,0.18,20.65,0.40,20.61,0.49,0.02,20.23,0.49
21360,-0.51,20.30,0.40,20.76,0.49,0.01,20.37,0.49
21370,0.45,20.24,0.40,20.91,0.49,0.02,20.51,0.49
21380,-0.17,21.55,0.40,21.06,0.49,0.01,20.69,0.49
21390,0.77,20.56,0.40,21.21,0.49,0.04,20.83,0.49
21400,0.30,21.13,0.40,21.36,0.49,0.05,20.98,0.49
21410,0.27,21.33,0.40,21.51,0.49,0.05,21.14,0.49
21420,0.11,20.68,0.40,21.66,0.49,0.05,21.27,0.49
21430,-0.63,21.17,0.40,21.81,0.49,0.03,21.41,0.49
21440,0.88,22.06,0.40,21.96,0.49,0.06,21.58,0.49
21450,-0.37,21.87,0.40,22.11,0.49,0.05,21.73,0.49
21460,-0.26,21.54,0.40,22.26,0.49,0.04,21.87,0.49
21470,-0.21,21.65,0.40,22.41,0.49,0.03,22.01,0.49
21480,-1.19,22.01,0.41,22.56,0.50,-0.01,22.15,0.50
21490,-0.37,22.14,0.40,22.71,0.50,-0.02,22.29,0.50
21500,0.22,21.81,0.40,22.86,0.50,-0.01,22.42,0.50
21510,0.11,22.30,0.40,23.01,0.50,-0.01,22.56,0.50
21520,0.17,23.38,0.41,23.16,0.50,-0.00,22.73,0.50
21530,0.25,22.95,0.41,23.31,0.50,0.00,22.88,0.50
21540,0.50,23.11,0.41,23.46,0.50,0.02,23.03,0.50
21550,1.32,23.15,0.41,23.61,0.50,0.06,23.18,0.50
21560,0.87,23.60,0.41,23.76,0.50,0.08,23.34,0.50
21570,-0.20,24.25,0.41,23.91,0.50,0.08,23.51,0.50
21580,-0.66,23.73,0.41,24.06,0.50,0.05,23.67,0.50
21590,-0.15,24.82,0.41,24.21,0.50,0.05,23.85,0.50
21600,0.21,23.82,0.41,24.37,0.50,0.05,23.99,0.50
21610,0.29,24.35,0.41,24.51,0.50,0.06,24.15,0.50
21620,0.28,24.90,0.41,24.66,0.50,0.07,24.31,0.50
21630,-0.41,24.19,0.41,24.81,0.50,0.05,24.45,0.50
21640,-1.38,24.49,0.41,24.96,0.50,0.01,24.60,0.50
21650,-0.19,25.00,0.41,25.11,0.50,0.00,24.76,0.50
21660,-0.44,25.03,0.41,25.27,0.51,-0.01,24.91,0.51
21670,0.86,25.07,0.41,25.42,0.51,0.01,25.06,0.51
21680,-0.41,25.71,0.41,25.57,0.51,0.00,25.23,0.51
21690,0.07,25.99,0.41,25.72,0.51,0.00,25.40,0.51
21700,0.97,25.33,0.41,25.87,0.51,0.03,25.54,0.51
21710,0.17,25.59,0.41,26.02,0.51,0.04,25.69,0.51
21720,0.31,25.62,0.41,26.17,0.51,0.04,25.83,0.51
21730,0.30,26.06,0.41,26.32,0.51,0.05,25.98,0.51
21740,0.46,27.00,0.41,26.47,0.51,0.07,26.16,0.51
21750,-0.43,25.64,0.41,26.62,0.51,0.05,26.29,0.51
21760,-0.78,26.60,0.41,26.77,0.51,0.03,26.44,0.51
21770,-0.50,26.24,0.41,26.92,0.51,0.01,26.58,0.51
21780,0.39,25.93,0.41,27.07,0.51,0.02,26.71,0.51
21790,-0.03,26.91,0.42,27.22,0.51,0.02,26.86,0.51
21800,-0.14,27.02,0.42,27.37,0.51,0.02,27.01,0.51
21810,0.29,26.77,0.42,27.52,0.51,0.02,27.15,0.51
21820,0.89,27.45,0.42,27.67,0.51,0.05,27.30,0.51
21830,0.03,27.11,0.42,27.82,0.52,0.05,27.44,0.52
21840,-0.23,28.09,0.42,27.97,0.52,0.04,27.61,0.52
21850,-0.60,27.31,0.42,28.12,0.52,0.02,27.74,0.52
21860,-0.01,28.35,0.42,28.27,0.52,0.02,27.91,0.52
21870,1.47,28.62,0.42,28.42,0.52,0.06,28.08,0.52
21880,-0.88,28.58,0.42,28.57,0.52,0.04,28.24,0.52
21890,0.12,29.21,0.42,28.73,0.52,0.04,28.41,0.52
21900,0.50,29.69,0.42,28.88,0.52,0.05,28.60,0.52
21910,1.28,29.04,0.42,29.03,0.52,0.09,28.76,0.52
21920,-0.34,28.87,0.42,29.18,0.52,0.08,28.91,0.52
21930,-0.33,29.25,0.42,29.33,0.52,0.07,29.07,0.52
21940,0.03,29.81,0.42,29.48,0.52,0.07,29.23,0.52
21950,0.08,28.55,0.42,29.63,0.52,0.07,29.36,0.52
21960,-0.54,28.63,0.42,29.77,0.52,0.05,29.48,0.52
21970,0.17,29.57,0.42,29.93,0.52,0.05,29.63,0.52
21980,0.40,29.02,0.42,30.08,0.52,0.06,29.76,0.52
21990,0.29,29.81,0.42,30.23,0.52,0.07,29.91,0.52
22000,0.05,29.64,0.42,30.30,0.52,0.07,29.97,0.52
22010,-0.37,30.35,0.42,30.30,0.52,0.05,29.98,0.52
22020,0.09,30.29,0.42,30.30,0.52,0.05,29.99,0.52
22030,0.13,29.61,0.42,30.31,0.52,0.06,29.98,0.52
22040,-0.18,30.08,0.42,30.31,0.52,0.05,29.99,0.52
22050,0.03,29.95,0.42,30.31,0.52,0.05,29.99,0.52
22060,0.31,30.02,0.42,30.31,0.52,0.06,29.99,0.52
22070,0.11,30.27,0.42,30.31,0.52,0.06,30.00,0.52
22080,-0.03,30.40,0.42,30.31,0.52,0.06,30.01,0.52
22090,0.10,29.75,0.42,30.31,0.52,0.06,30.00,0.52
22100,0.22,29.23,0.42,30.31,0.52,0.06,29.98,0.52
22110,-0.18,29.66,0.42,30.31,0.52,0.06,29.97,0.52
22120,0.22,29.58,0.42,30.31,0.52,0.06,29.96,0.52
22130,0.17,29.73,0.42,30.31,0.52,0.06,29.95,0.52
22140,-0.00,30.25,0.42,30.31,0.52,0.06,29.96,0.52
22150,-0.06,29.97,0.42,30.31,0.53,0.06,29.96,0.53
22160,-0.27,29.85,0.42,30.31,0.53,0.05,29.96,0.53
22170,0.15,30.37,0.43,30.31,0.53,0.05,29.97,0.53
22180,-0.14,30.74,0.43,30.31,0.53,0.05,29.99,0.53
22190,-0.59,29.96,0.43,30.31,0.53,0.03,29.99,0.53
22200,-0.14,30.11,0.43,30.31,0.53,0.02,30.00,0.53
22210,-0.23,30.11,0.43,30.31,0.53,0.02,30.00,0.53
22220,-0.07,30.03,0.43,30.31,0.53,0.01,30.00,0.53
22230,-0.59,30.15,0.43,30.31,0.53,-0.01,30.01,0.53
22240,-0.02,30.24,0.43,30.31,0.53,-0.01,30.01,0.53
22250,0.63,29.78,0.43,30.31,0.53,0.01,30.01,0.53
22260,-0.01,29.51,0.43,30.31,0.53,0.01,29.99,0.53
22270,-0.47,29.90,0.43,30.31,0.53,-0.00,29.99,0.53
22280,-0.16,30.08,0.43,30.32,0.53,-0.01,30.00,0.53
22290,-0.05,30.01,0.43,30.32,0.53,-0.01,30.00,0.53
22300,-0.13,30.43,0.43,30.32,0.53,-0.01,30.01,0.53
22310,-0.23,29.51,0.43,30.32,0.53,-0.02,29.99,0.53
22320,-0.22,30.25,0.43,30.32,0.53,-0.03,30.00,0.53
22330,0.52,29.90,0.43,30.32,0.53,-0.01,30.00,0.53
22340,0.48,29.92,0.43,30.32,0.53,0.00,30.00,0.53
22350,0.98,29.84,0.43,30.32,0.53,0.03,29.99,0.53
22360,0.48,30.07,0.43,30.32,0.53,0.05,30.00,0.53
22370,0.48,30.75,0.43,30.32,0.53,0.06,30.02,0.53
22380,0.08,30.63,0.43,30.32,0.53,0.06,30.04,0.53
22390,-0.13,30.17,0.44,30.32,0.53,0.06,30.04,0.53
22400,0.33,30.41,0.44,30.32,0.53,0.07,30.06,0.53
22410,0.32,29.67,0.44,30.32,0.54,0.08,30.04,0.54
22420,0.57,30.36,0.44,30.32,0.54,0.09,30.05,0.54
22430,0.39,29.57,0.44,30.32,0.54,0.10,30.04,0.54
22440,0.18,29.73,0.44,30.32,0.54,0.11,30.03,0.54
22450,0.42,29.84,0.44,30.32,0.54,0.12,30.03,0.54
22460,-0.38,30.27,0.44,30.32,0.54,0.10,30.03,0.54
22470,-0.37,30.25,0.44,30.32,0.54,0.09,30.04,0.54
22480,-0.09,29.33,0.45,30.32,0.54,0.09,30.02,0.54
22490,-0.17,30.23,0.45,30.32,0.54,0.08,30.03,0.54
22500,-0.25,29.71,0.45,30.32,0.54,0.07,30.02,0.54
22510,0.29,30.12,0.45,30.32,0.54,0.08,30.02,0.54
22520,-0.13,30.21,0.45,30.32,0.54,0.07,30.03,0.54
22530,0.06,29.32,0.45,30.33,0.54,0.07,30.01,0.54
22540,-0.17,30.00,0.45,30.33,0.54,0.06,30.01,0.54
22550,-0.10,29.30,0.45,30.33,0.54,0.06,29.99,0.54
22560,-0.31,29.50,0.45,30.33,0.54,0.05,29.97,0.54
22570,0.16,29.97,0.45,30.33,0.54,0.05,29.97,0.54
22580,-0.26,29.72,0.45,30.33,0.54,0.04,29.97,0.54
22590,-0.29,29.58,0.45,30.33,0.54,0.03,29.95,0.54
22600,-0.09,29.67,0.45,30.33,0.54,0.03,29.94,0.54
22610,0.14,29.96,0.46,30.33,0.54,0.04,29.94,0.54
22620,0.18,30.25,0.46,30.33,0.54,0.04,29.95,0.54
22630,-0.23,30.33,0.46,30.33,0.54,0.03,29.97,0.54
22640,-0.26,30.01,0.46,30.33,0.54,0.02,29.97,0.54
22650,0.21,29.89,0.46,30.33,0.54,0.03,29.97,0.54
22660,0.17,30.19,0.46,30.33,0.54,0.03,29.97,0.54
22670,0.22,30.15,0.46,30.33,0.54,0.04,29.98,0.54
22680,-0.27,30.09,0.46,30.33,0.54,0.03,29.98,0.54
22690,0.23,29.70,0.46,30.33,0.55,0.03,29.97,0.55
22700,-0.15,30.35,0.46,30.33,0.55,0.03,29.98,0.55
22710,-1.17,29.68,0.46,30.34,0.55,-0.01,29.98,0.55
22720,0.38,30.45,0.46,30.34,0.55,0.00,29.99,0.55
22730,-0.30,30.17,0.46,30.34,0.55,-0.01,30.00,0.55
22740,0.84,30.06,0.46,30.34,0.55,0.02,30.00,0.55
22750,0.28,30.09,0.46,30.34,0.55,0.03,30.00,0.55
22760,-0.75,30.16,0.46,30.34,0.55,0.00,30.01,0.55
22770,-0.50,29.80,0.46,30.34,0.55,-0.01,30.00,0.55
22780,-0.13,30.08,0.46,30.34,0.55,-0.02,30.00,0.55
22790,-0.14,29.97,0.46,30.34,0.55,-0.02,30.00,0.55
22800,-0.24,29.91,0.46,30.34,0.55,-0.03,30.00,0.55
22810,-0.47,30.01,0.46,30.34,0.55,-0.04,30.00,0.55
22820,-0.34,29.78,0.46,30.34,0.55,-0.05,30.00,0.55
22830,-0.11,30.28,0.46,30.34,0.55,-0.06,30.00,0.55
22840,-0.40,29.81,0.46,30.34,0.55,-0.07,30.00,0.55
22850,-0.30,29.88,0.46,30.34,0.56,-0.08,30.00,0.56
22860,0.14,30.33,0.46,30.35,0.56,-0.07,30.01,0.56
22870,-0.19,30.09,0.46,30.35,0.56,-0.08,30.01,0.56
22880,0.22,30.48,0.46,30.35,0.56,-0.07,30.02,0.56
22890,0.00,29.74,0.46,30.35,0.56,-0.07,30.02,0.56
22900,-0.86,29.94,0.46,30.35,0.56,-0.09,30.02,0.56
22910,0.28,29.78,0.46,30.35,0.56,-0.08,30.01,0.56
22920,0.38,29.89,0.46,30.35,0.56,-0.07,30.01,0.56
22930,0.04,30.27,0.46,30.35,0.56,-0.07,30.01,0.56
22940,-0.47,30.14,0.46,30.35,0.56,-0.08,30.02,0.56
22950,-0.58,30.08,0.47,30.35,0.56,-0.10,30.02,0.56
22960,0.24,30.14,0.47,30.35,0.56,-0.09,30.02,0.56
22970,0.17,30.05,0.46,30.35,0.56,-0.08,30.02,0.56
22980,0.48,30.59,0.47,30.35,0.56,-0.07,30.04,0.56
22990,-0.59,29.92,0.47,30.35,0.56,-0.08,30.04,0.56
23000,-0.06,30.15,0.47,30.35,0.57,-0.08,30.04,0.57
23010,-0.38,29.75,0.47,30.35,0.57,-0.09,30.03,0.57
23020,-0.76,30.42,0.47,30.35,0.57,-0.12,30.04,0.57
23030,-0.09,30.43,0.47,30.35,0.57,-0.12,30.06,0.57
23040,-0.09,30.26,0.47,30.35,0.57,-0.12,30.07,0.57
23050,0.40,30.06,0.47,30.35,0.57,-0.10,30.06,0.57
23060,0.20,30.13,0.47,30.35,0.57,-0.09,30.07,0.57
23070,-0.39,30.08,0.47,30.35,0.57,-0.10,30.07,0.57
23080,0.34,29.82,0.47,30.35,0.57,-0.09,30.06,0.57
23090,0.11,29.86,0.47,30.35,0.57,-0.09,30.06,0.57
23100,0.14,30.10,0.47,30.35,0.57,-0.08,30.06,0.57
23110,-0.36,30.09,0.47,30.35,0.57,-0.09,30.06,0.57
23120,0.22,30.11,0.47,30.35,0.57,-0.08,30.06,0.57
23130,0.43,29.98,0.47,30.35,0.57,-0.07,30.06,0.57
23140,0.12,29.57,0.47,30.35,0.57,-0.06,30.05,0.57
23150,-0.21,30.13,0.47,30.35,0.58,-0.07,30.05,0.58
23160,-0.26,30.37,0.47,30.35,0.58,-0.07,30.06,0.58
23170,-0.08,30.21,0.47,30.35,0.58,-0.08,30.06,0.58
23180,0.41,30.10,0.47,30.35,0.58,-0.06,30.06,0.58
23190,0.04,30.32,0.47,30.35,0.58,-0.06,30.07,0.58
23200,-0.46,30.02,0.47,30.35,0.58,-0.07,30.07,0.58
23210,-0.38,30.07,0.47,30.35,0.58,-0.08,30.07,0.58
23220,0.67,30.33,0.47,30.35,0.58,-0.06,30.08,0.58
23230,-0.60,29.80,0.47,30.35,0.58,-0.08,30.07,0.58
23240,-0.04,29.60,0.47,30.35,0.58,-0.08,30.06,0.58
23250,0.36,29.82,0.47,30.35,0.58,-0.07,30.05,0.58
23260,-0.04,29.99,0.47,30.35,0.58,-0.06,30.05,0.58
23270,0.36,29.99,0.47,30.35,0.58,-0.05,30.05,0.58
23280,-0.50,30.11,0.47,30.35,0.58,-0.07,30.05,0.58
23290,0.57,30.11,0.47,30.35,0.58,-0.05,30.05,0.58
23300,0.03,30.06,0.47,30.35,0.58,-0.05,30.05,0.58
23310,-0.43,30.24,0.47,30.35,0.58,-0.06,30.06,0.58
23320,0.08,30.23,0.47,30.35,0.58,-0.05,30.06,0.58
23330,-0.10,29.91,0.47,30.35,0.58,-0.06,30.06,0.58
23340,0.17,29.77,0.47,30.35,0.58,-0.05,30.05,0.58
23350,-0.34,29.73,0.47,30.36,0.58,-0.06,30.04,0.58
23360,0.06,29.89,0.48,30.36,0.58,-0.06,30.04,0.58
23370,-0.18,30.01,0.48,30.36,0.58,-0.06,30.04,0.58
23380,-0.00,29.76,0.48,30.36,0.58,-0.06,30.03,0.58
23390,-0.31,30.00,0.48,30.36,0.58,-0.07,30.03,0.58
23400,0.12,29.73,0.48,30.36,0.59,-0.06,30.02,0.59
23410,-0.22,29.50,0.48,30.36,0.59,-0.07,30.00,0.59
23420,0.43,30.20,0.48,30.36,0.59,-0.05,30.01,0.59
23430,-0.08,29.85,0.48,30.36,0.59,-0.05,30.01,0.59
23440,-0.17,29.94,0.48,30.36,0.59,-0.06,30.00,0.59
23450,-0.12,30.18,0.48,30.36,0.59,-0.06,30.01,0.59
23460,-0.18,30.08,0.48,30.36,0.59,-0.06,30.01,0.59
23470,-0.12,30.07,0.48,30.36,0.59,-0.07,30.02,0.59
23480,0.21,30.28,0.48,30.37,0.59,-0.06,30.02,0.59
23490,-0.15,29.79,0.48,30.36,0.60,-0.06,30.02,0.60
23500,0.69,30.12,0.48,30.36,0.60,-0.04,30.02,0.60
23510,0.33,29.84,0.48,30.37,0.60,-0.03,30.02,0.60
23520,0.87,30.46,0.48,30.37,0.60,0.00,30.03,0.60
23530,-0.07,29.85,0.48,30.37,0.60,0.00,30.02,0.60
23540,-0.15,30.29,0.49,30.37,0.60,-0.00,30.03,0.60
23550,-0.28,29.66,0.49,30.37,0.60,-0.01,30.02,0.60
23560,0.14,29.85,0.49,30.37,0.60,-0.01,30.01,0.60
23570,-0.09,30.11,0.49,30.37,0.60,-0.01,30.02,0.60
23580,0.20,30.12,0.49,30.37,0.60,-0.00,30.02,0.60
23590,0.83,29.83,0.49,30.37,0.60,0.02,30.01,0.60
23600,0.01,29.85,0.49,30.37,0.60,0.02,30.01,0.60
23610,-0.39,30.59,0.49,30.37,0.60,0.01,30.03,0.60
23620,0.07,30.17,0.49,30.37,0.60,0.01,30.03,0.60
23630,-0.20,29.84,0.49,30.37,0.60,0.01,30.03,0.60
23640,-0.45,29.63,0.49,30.37,0.60,-0.01,30.01,0.60
23650,0.48,29.87,0.49,30.37,0.60,0.01,30.01,0.60
23660,0.28,29.88,0.49,30.37,0.60,0.02,30.00,0.60
23670,-0.38,29.61,0.49,30.37,0.60,0.00,29.99,0.60
23680,-0.13,29.99,0.49,30.37,0.61,-0.00,29.99,0.61
23690,-0.04,30.04,0.49,30.37,0.61,-0.00,29.99,0.61
23700,-0.20,30.55,0.49,30.37,0.61,-0.01,30.01,0.61
23710,-0.01,30.22,0.49,30.37,0.61,-0.01,30.02,0.61
23720,0.23,30.00,0.49,30.37,0.61,-0.00,30.02,0.61
23730,0.06,29.77,0.49,30.37,0.61,0.00,30.01,0.61
23740,-0.62,29.92,0.49,30.37,0.61,-0.02,30.01,0.61
23750,-0.14,29.91,0.49,30.37,0.61,-0.02,30.00,0.61
23760,-0.50,29.64,0.49,30.37,0.61,-0.03,29.99,0.61
23770,-0.17,30.14,0.49,30.37,0.61,-0.04,30.00,0.61
23780,-0.22,30.58,0.50,30.37,0.62,-0.04,30.02,0.62
23790,0.04,30.01,0.50,30.38,0.62,-0.04,30.02,0.62
23800,-0.30,30.59,0.50,30.37,0.62,-0.05,30.03,0.62
23810,0.13,30.32,0.50,30.37,0.62,-0.04,30.04,0.62
23820,0.25,29.94,0.50,30.37,0.62,-0.04,30.04,0.62
23830,0.15,30.05,0.50,30.37,0.62,-0.03,30.04,0.62
23840,0.14,29.91,0.50,30.37,0.62,-0.03,30.03,0.62
23850,0.31,29.78,0.50,30.37,0.62,-0.02,30.03,0.62
23860,-0.06,30.12,0.50,30.37,0.62,-0.02,30.03,0.62
23870,-0.25,30.33,0.50,30.37,0.62,-0.02,30.04,0.62
23880,0.76,29.92,0.50,30.37,0.62,-0.00,30.03,0.62
23890,-0.03,30.11,0.50,30.37,0.62,-0.00,30.04,0.62
23900,0.38,29.70,0.50,30.37,0.62,0.01,30.02,0.62
23910,0.16,30.38,0.50,30.37,0.62,0.02,30.04,0.62
23920,0.35,29.70,0.50,30.37,0.62,0.03,30.02,0.62
23930,0.24,30.15,0.50,30.37,0.62,0.03,30.03,0.62
23940,-0.00,30.33,0.50,30.37,0.62,0.03,30.04,0.62
23950,-0.02,30.41,0.50,30.37,0.62,0.03,30.05,0.62
23960,-0.44,29.78,0.50,30.37,0.62,0.02,30.04,0.62
23970,-0.43,30.14,0.50,30.37,0.62,0.00,30.04,0.62
23980,-0.35,30.26,0.50,30.37,0.63,-0.01,30.05,0.63
23990,-0.13,30.35,0.50,30.37,0.63,-0.01,30.06,0.63
24000,0.30,29.83,0.50,30.37,0.63,-0.00,30.05,0.63
24010,0.50,30.22,0.50,30.37,0.63,0.01,30.06,0.63
24020,0.19,29.64,0.50,30.37,0.63,0.02,30.04,0.63
24030,0.07,30.67,0.50,30.37,0.63,0.02,30.06,0.63
24040,0.18,29.57,0.50,30.37,0.63,0.03,30.05,0.63
24050,-0.29,30.21,0.51,30.37,0.63,0.02,30.05,0.63
24060,-1.04,30.22,0.51,30.37,0.63,-0.01,30.06,0.63
24070,0.58,29.76,0.51,30.37,0.63,0.00,30.05,0.63
24080,0.27,29.50,0.51,30.37,0.63,0.01,30.04,0.63
24090,-0.38,30.10,0.51,30.37,0.63,0.00,30.04,0.63
24100,-0.09,29.61,0.51,30.38,0.63,-0.00,30.03,0.63
24110,0.32,29.96,0.51,30.38,0.64,0.01,30.02,0.64
24120,0.47,29.71,0.51,30.38,0.64,0.02,30.01,0.64
24130,0.30,30.37,0.51,30.37,0.64,0.03,30.02,0.64
24140,-0.34,29.93,0.51,30.37,0.64,0.02,30.02,0.64
24150,0.25,30.20,0.51,30.37,0.64,0.03,30.03,0.64
24160,-0.34,29.94,0.51,30.37,0.64,0.02,30.02,0.64
24170,-0.18,30.18,0.51,30.37,0.64,0.01,30.03,0.64
24180,0.38,30.00,0.51,30.38,0.64,0.02,30.03,0.64
24190,-0.24,29.47,0.51,30.38,0.64,0.02,30.01,0.64
24200,0.08,30.40,0.51,30.38,0.64,0.02,30.02,0.64
24210,0.07,29.59,0.51,30.38,0.64,0.02,30.01,0.64
24220,-0.33,29.88,0.51,30.38,0.64,0.01,30.00,0.64
24230,-0.53,30.46,0.51,30.38,0.64,-0.01,30.02,0.64
24240,0.09,29.79,0.51,30.38,0.64,-0.01,30.01,0.64
24250,-0.12,29.56,0.51,30.38,0.64,-0.01,30.00,0.64
24260,0.26,29.98,0.51,30.38,0.65,0.00,30.00,0.65
24270,-0.07,29.68,0.51,30.38,0.65,-0.00,29.99,0.65
24280,-0.44,29.73,0.51,30.38,0.65,-0.02,29.98,0.65
24290,-0.34,29.64,0.52,30.38,0.65,-0.03,29.97,0.65
24300,-0.37,30.01,0.52,30.38,0.65,-0.04,29.97,0.65
24310,-0.16,30.24,0.52,30.38,0.65,-0.04,29.98,0.65
24320,-0.05,29.91,0.52,30.38,0.65,-0.04,29.97,0.65
24330,-0.18,29.93,0.52,30.38,0.65,-0.05,29.97,0.65
24340,0.24,29.98,0.52,30.38,0.65,-0.04,29.97,0.65
24350,-0.28,29.48,0.52,30.38,0.65,-0.05,29.96,0.65
24360,-0.51,29.90,0.52,30.38,0.65,-0.06,29.96,0.65
24370,-0.35,29.91,0.52,30.38,0.65,-0.07,29.95,0.65
24380,-0.56,29.92,0.52,30.38,0.65,-0.09,29.95,0.65
24390,-0.35,30.08,0.52,30.38,0.65,-0.09,29.96,0.65
24400,0.11,30.08,0.52,30.38,0.65,-0.09,29.96,0.65
24410,-0.11,29.64,0.52,30.38,0.65,-0.09,29.95,0.65
24420,0.27,30.15,0.52,30.38,0.65,-0.08,29.95,0.65
24430,0.00,29.84,0.52,30.38,0.65,-0.08,29.95,0.65
24440,-0.31,30.40,0.52,30.38,0.65,-0.08,29.96,0.65
24450,-0.61,30.25,0.52,30.38,0.65,-0.10,29.97,0.65
24460,-0.03,30.00,0.52,30.39,0.65,-0.10,29.97,0.65
24470,-0.25,30.44,0.52,30.39,0.65,-0.11,29.99,0.65
24480,0.10,30.18,0.52,30.39,0.66,-0.10,29.99,0.66
24490,-0.25,29.47,0.52,30.39,0.65,-0.11,29.98,0.65
24500,0.09,30.14,0.52,30.39,0.66,-0.10,29.98,0.66
24510,0.10,30.64,0.52,30.39,0.66,-0.10,30.00,0.66
24520,-0.08,30.25,0.52,30.39,0.66,-0.10,30.01,0.66
24530,-0.24,29.23,0.52,30.39,0.66,-0.10,29.99,0.66
