=== BAI 6 - UOC LUONG GOC ROLL / PITCH / YAW ===
Cam bien: MPU6500 | 100Hz | Kalman Filter
Time_ms,Roll_Accel,Pitch_Accel,Roll_Gyro,Pitch_Gyro,Yaw_Gyro,Roll_KF,Pitch_KF,Yaw_KF
24540,0.40,29.85,0.52,30.39,0.66,-0.09,29.99,0.66
24550,0.30,29.86,0.52,30.39,0.66,-0.08,29.98,0.66
24560,0.13,30.26,0.52,30.39,0.66,-0.07,29.99,0.66
24570,-0.30,30.37,0.52,30.40,0.66,-0.08,30.00,0.66
24580,-0.51,29.95,0.52,30.40,0.66,-0.10,30.00,0.66
24590,-0.20,29.72,0.52,30.40,0.66,-0.10,29.99,0.66
24600,-0.22,30.06,0.52,30.40,0.66,-0.10,29.99,0.66
24610,0.06,30.13,0.52,30.40,0.66,-0.10,30.00,0.66
24620,-0.38,30.82,0.52,30.40,0.66,-0.11,30.02,0.66
24630,-0.41,30.66,0.53,30.40,0.66,-0.12,30.04,0.66
24640,0.35,29.79,0.53,30.39,0.66,-0.10,30.03,0.66
24650,-0.02,29.94,0.53,30.40,0.67,-0.10,30.03,0.67
24660,0.32,29.49,0.53,30.39,0.67,-0.09,30.01,0.67
24670,0.30,29.81,0.53,30.40,0.67,-0.08,30.01,0.67
24680,0.43,29.72,0.53,30.40,0.67,-0.06,30.00,0.67
24690,0.48,30.63,0.53,30.40,0.67,-0.05,30.02,0.67
24700,0.03,29.99,0.53,30.40,0.67,-0.04,30.02,0.67
24710,-0.88,30.52,0.53,30.40,0.67,-0.07,30.03,0.67
24720,0.19,30.04,0.53,30.40,0.67,-0.06,30.04,0.67
24730,-0.25,29.49,0.53,30.40,0.67,-0.07,30.02,0.67
24740,0.41,29.68,0.53,30.40,0.67,-0.05,30.01,0.67
24750,0.18,29.89,0.53,30.40,0.67,-0.05,30.01,0.67
24760,-0.40,29.77,0.53,30.40,0.67,-0.06,30.00,0.67
24770,0.16,30.07,0.53,30.41,0.67,-0.05,30.00,0.67
24780,-0.22,30.01,0.53,30.41,0.68,-0.06,30.01,0.68
24790,0.53,30.26,0.53,30.41,0.68,-0.04,30.01,0.68
24800,-0.15,29.94,0.53,30.41,0.68,-0.04,30.01,0.68
24810,-0.57,29.69,0.53,30.41,0.68,-0.06,30.00,0.68
24820,-0.17,30.03,0.53,30.41,0.68,-0.06,30.01,0.68
24830,0.54,30.07,0.53,30.41,0.68,-0.04,30.01,0.68
24840,0.29,30.29,0.54,30.41,0.68,-0.03,30.02,0.68
24850,-0.23,30.06,0.54,30.41,0.68,-0.04,30.02,0.68
24860,-0.47,30.58,0.54,30.41,0.68,-0.05,30.03,0.68
24870,0.48,29.87,0.54,30.41,0.68,-0.03,30.03,0.68
24880,0.09,30.17,0.54,30.41,0.68,-0.03,30.03,0.68
24890,-0.10,30.01,0.54,30.41,0.68,-0.03,30.03,0.68
24900,0.12,29.98,0.54,30.41,0.68,-0.03,30.03,0.68
24910,-0.10,30.31,0.54,30.41,0.68,-0.03,30.04,0.68
24920,0.20,30.12,0.54,30.41,0.68,-0.02,30.04,0.68
24930,-0.55,30.15,0.54,30.41,0.68,-0.04,30.04,0.68
24940,0.45,30.18,0.54,30.41,0.68,-0.02,30.05,0.68
24950,-0.23,29.77,0.54,30.41,0.68,-0.03,30.04,0.68
24960,-0.24,29.83,0.55,30.41,0.69,-0.03,30.03,0.69
24970,-0.10,29.74,0.55,30.41,0.69,-0.03,30.03,0.69
24980,0.42,30.65,0.55,30.41,0.69,-0.02,30.04,0.69
24990,0.05,30.05,0.55,30.41,0.69,-0.02,30.04,0.69
25000,-0.24,29.95,0.55,30.41,0.69,-0.02,30.04,0.69
25010,0.67,29.74,0.55,30.41,0.69,-0.00,30.03,0.69
25020,-0.25,30.17,0.55,30.42,0.69,-0.01,30.04,0.69
25030,-0.23,30.04,0.55,30.42,0.69,-0.02,30.04,0.69
25040,-0.26,29.67,0.55,30.42,0.69,-0.02,30.03,0.69
25050,-0.36,29.88,0.55,30.42,0.69,-0.03,30.02,0.69
25060,-0.17,29.81,0.55,30.42,0.69,-0.04,30.02,0.69
25070,-0.08,30.07,0.55,30.42,0.69,-0.04,30.02,0.69
25080,-0.22,29.98,0.55,30.42,0.69,-0.04,30.02,0.69
25090,0.34,29.93,0.55,30.42,0.69,-0.03,30.01,0.69
25100,-0.50,30.28,0.56,30.42,0.69,-0.05,30.02,0.69
25110,0.14,30.44,0.56,30.42,0.69,-0.04,30.04,0.69
25120,-0.43,29.70,0.56,30.42,0.69,-0.05,30.02,0.69
25130,-0.14,30.56,0.56,30.42,0.70,-0.05,30.04,0.70
25140,-0.29,30.56,0.56,30.42,0.70,-0.06,30.06,0.70
25150,0.65,29.60,0.56,30.42,0.70,-0.04,30.04,0.70
25160,-0.54,30.07,0.56,30.42,0.70,-0.05,30.05,0.70
25170,-0.29,30.17,0.56,30.42,0.70,-0.06,30.05,0.70
25180,0.24,30.30,0.56,30.42,0.70,-0.05,30.06,0.70
25190,-0.70,30.41,0.56,30.42,0.70,-0.07,30.07,0.70
25200,0.01,29.85,0.56,30.42,0.70,-0.07,30.06,0.70
25210,0.06,29.80,0.56,30.42,0.70,-0.07,30.06,0.70
25220,0.31,30.54,0.56,30.42,0.70,-0.06,30.07,0.70
25230,-0.30,30.58,0.56,30.42,0.70,-0.06,30.09,0.70
25240,-0.11,30.27,0.56,30.43,0.70,-0.06,30.10,0.70
25250,-0.50,30.24,0.57,30.43,0.70,-0.08,30.10,0.70
25260,0.41,30.19,0.57,30.43,0.70,-0.06,30.10,0.70
25270,-0.23,30.27,0.57,30.43,0.70,-0.07,30.11,0.70
25280,-0.77,29.92,0.57,30.43,0.70,-0.09,30.10,0.70
25290,0.08,29.89,0.57,30.43,0.70,-0.09,30.10,0.70
25300,-0.00,29.53,0.57,30.43,0.70,-0.08,30.08,0.70
25310,-0.06,30.39,0.57,30.43,0.70,-0.08,30.09,0.70
25320,-0.56,30.41,0.57,30.43,0.70,-0.10,30.10,0.70
25330,-0.48,29.74,0.57,30.43,0.70,-0.11,30.09,0.70
25340,-0.27,30.14,0.57,30.43,0.70,-0.11,30.09,0.70
25350,-0.13,29.94,0.57,30.43,0.70,-0.11,30.09,0.70
25360,-0.15,29.79,0.57,30.43,0.70,-0.12,30.08,0.70
25370,-0.59,30.09,0.57,30.43,0.70,-0.13,30.08,0.70
25380,0.19,29.54,0.57,30.43,0.71,-0.12,30.07,0.71
25390,0.05,30.27,0.57,30.43,0.71,-0.12,30.07,0.71
25400,0.27,29.77,0.58,30.43,0.71,-0.11,30.06,0.71
25410,0.11,29.95,0.58,30.43,0.71,-0.10,30.06,0.71
25420,0.72,30.38,0.58,30.43,0.71,-0.07,30.07,0.71
25430,0.11,30.22,0.58,30.43,0.71,-0.07,30.07,0.71
25440,0.34,30.79,0.58,30.43,0.71,-0.06,30.10,0.71
25450,0.51,30.07,0.58,30.43,0.71,-0.04,30.10,0.71
25460,0.10,30.17,0.58,30.43,0.71,-0.04,30.10,0.71
25470,-0.09,29.97,0.58,30.43,0.71,-0.04,30.10,0.71
25480,0.21,29.99,0.58,30.43,0.71,-0.03,30.09,0.71
25490,-0.25,29.93,0.58,30.43,0.71,-0.04,30.09,0.71
25500,-0.50,29.92,0.58,30.43,0.71,-0.05,30.08,0.71
25510,-0.13,30.24,0.58,30.44,0.71,-0.05,30.09,0.71
25520,0.06,29.90,0.58,30.43,0.71,-0.05,30.08,0.71
25530,0.04,30.32,0.58,30.44,0.71,-0.05,30.09,0.71
25540,-0.22,29.62,0.59,30.44,0.72,-0.05,30.08,0.72
25550,-0.32,29.98,0.59,30.43,0.72,-0.06,30.07,0.72
25560,-0.51,30.97,0.59,30.44,0.72,-0.07,30.10,0.72
25570,0.09,29.70,0.59,30.44,0.72,-0.07,30.09,0.72
25580,0.38,29.95,0.59,30.44,0.72,-0.05,30.09,0.72
25590,0.45,29.95,0.59,30.44,0.72,-0.04,30.08,0.72
25600,0.49,29.97,0.59,30.44,0.72,-0.02,30.08,0.72
25610,-0.50,30.18,0.59,30.44,0.72,-0.04,30.08,0.72
25620,-0.15,30.10,0.59,30.44,0.72,-0.04,30.09,0.72
25630,0.19,30.34,0.59,30.44,0.72,-0.03,30.09,0.72
25640,-0.06,29.71,0.59,30.44,0.72,-0.03,30.08,0.72
25650,-0.02,30.10,0.59,30.44,0.72,-0.03,30.08,0.72
25660,-0.06,30.20,0.59,30.44,0.72,-0.03,30.09,0.72
25670,0.03,29.94,0.59,30.44,0.72,-0.03,30.08,0.72
25680,-0.16,30.06,0.60,30.44,0.72,-0.03,30.08,0.72
25690,-0.63,30.18,0.60,30.44,0.73,-0.05,30.09,0.73
25700,-0.34,30.09,0.60,30.44,0.73,-0.06,30.09,0.73
25710,0.71,29.76,0.60,30.44,0.73,-0.04,30.08,0.73
25720,-0.43,29.88,0.60,30.45,0.73,-0.05,30.07,0.73
25730,0.22,29.50,0.60,30.45,0.73,-0.04,30.06,0.73
25740,0.05,30.52,0.60,30.45,0.73,-0.04,30.07,0.73
25750,0.05,30.38,0.60,30.45,0.73,-0.04,30.08,0.73
25760,-0.47,30.02,0.60,30.45,0.73,-0.05,30.08,0.73
25770,0.38,30.09,0.60,30.45,0.73,-0.04,30.08,0.73
25780,0.07,29.92,0.60,30.45,0.73,-0.03,30.07,0.73
25790,0.58,29.84,0.60,30.45,0.73,-0.02,30.07,0.73
25800,0.47,29.96,0.60,30.45,0.73,-0.00,30.06,0.73
25810,-0.70,29.88,0.60,30.45,0.73,-0.02,30.06,0.73
25820,0.21,30.47,0.60,30.45,0.73,-0.02,30.07,0.73
25830,0.30,30.22,0.60,30.45,0.73,-0.01,30.08,0.73
25840,-0.34,29.61,0.60,30.45,0.73,-0.01,30.06,0.73
25850,-0.11,29.75,0.60,30.45,0.73,-0.02,30.05,0.73
25860,0.22,30.14,0.60,30.45,0.73,-0.01,30.06,0.73
25870,0.06,30.48,0.60,30.45,0.73,-0.01,30.07,0.73
25880,-0.32,29.91,0.60,30.45,0.73,-0.02,30.07,0.73
25890,-0.15,29.83,0.60,30.45,0.74,-0.02,30.06,0.74
25900,0.28,30.05,0.60,30.45,0.74,-0.01,30.06,0.74
25910,-0.08,29.97,0.60,30.46,0.74,-0.02,30.06,0.74
25920,0.25,30.28,0.60,30.46,0.74,-0.01,30.06,0.74
25930,-0.94,29.85,0.60,30.46,0.74,-0.03,30.06,0.74
25940,-0.41,29.90,0.60,30.46,0.74,-0.05,30.05,0.74
25950,0.54,30.12,0.60,30.46,0.74,-0.03,30.05,0.74
25960,-0.02,30.21,0.60,30.46,0.74,-0.03,30.06,0.74
25970,0.22,30.01,0.61,30.46,0.74,-0.02,30.06,0.74
25980,0.41,30.46,0.60,30.46,0.74,-0.01,30.07,0.74
25990,-0.52,30.47,0.61,30.46,0.74,-0.02,30.08,0.74
26000,-0.14,29.67,0.61,30.46,0.74,-0.03,30.07,0.74
26010,0.45,30.44,0.61,30.46,0.74,-0.01,30.08,0.74
26020,0.17,29.90,0.61,30.46,0.75,-0.01,30.08,0.75
26030,-0.29,29.93,0.61,30.46,0.75,-0.01,30.07,0.75
26040,0.14,30.37,0.61,30.46,0.75,-0.01,30.08,0.75
26050,0.18,29.99,0.61,30.46,0.75,-0.00,30.08,0.75
26060,-0.36,29.98,0.61,30.46,0.75,-0.01,30.07,0.75
26070,-0.54,30.13,0.61,30.46,0.75,-0.03,30.08,0.75
26080,0.26,29.64,0.61,30.46,0.75,-0.02,30.06,0.75
26090,0.09,29.75,0.61,30.46,0.75,-0.02,30.05,0.75
26100,-0.30,29.98,0.61,30.46,0.75,-0.02,30.05,0.75
26110,0.36,29.92,0.61,30.46,0.75,-0.01,30.05,0.75
26120,0.02,29.37,0.61,30.46,0.75,-0.01,30.02,0.75
26130,-0.50,30.10,0.61,30.46,0.75,-0.03,30.03,0.75
26140,0.11,30.02,0.61,30.46,0.75,-0.02,30.03,0.75
26150,0.00,29.90,0.61,30.46,0.75,-0.03,30.02,0.75
26160,-0.57,29.41,0.61,30.46,0.75,-0.04,30.00,0.75
26170,0.50,29.98,0.61,30.46,0.75,-0.02,30.00,0.75
26180,-0.78,30.17,0.61,30.46,0.76,-0.05,30.01,0.76
26190,0.34,30.47,0.61,30.46,0.76,-0.03,30.02,0.76
26200,0.08,30.12,0.62,30.46,0.76,-0.03,30.02,0.76
26210,-0.35,29.99,0.62,30.46,0.76,-0.04,30.02,0.76
26220,-0.09,29.82,0.62,30.46,0.76,-0.04,30.02,0.76
26230,0.09,29.83,0.62,30.47,0.76,-0.04,30.01,0.76
26240,-0.49,29.41,0.62,30.47,0.76,-0.05,29.99,0.76
26250,-0.23,29.95,0.62,30.47,0.76,-0.06,29.99,0.76
26260,-0.24,29.53,0.62,30.47,0.76,-0.06,29.98,0.76
26270,-0.27,29.59,0.62,30.47,0.76,-0.07,29.96,0.76
26280,-0.01,29.77,0.62,30.47,0.76,-0.07,29.96,0.76
26290,-0.40,29.58,0.62,30.47,0.76,-0.08,29.95,0.76
26300,-0.21,30.36,0.62,30.47,0.76,-0.08,29.96,0.76
26310,0.72,30.02,0.62,30.47,0.76,-0.06,29.96,0.76
26320,-0.16,29.74,0.62,30.47,0.76,-0.06,29.95,0.76
26330,0.19,30.36,0.62,30.47,0.76,-0.05,29.96,0.76
26340,-0.31,29.47,0.62,30.47,0.76,-0.06,29.95,0.76
26350,-0.02,29.78,0.62,30.47,0.76,-0.06,29.94,0.76
26360,-0.86,29.66,0.63,30.47,0.76,-0.09,29.93,0.76
26370,0.40,30.63,0.62,30.47,0.76,-0.07,29.95,0.76
26380,-0.24,29.90,0.62,30.47,0.76,-0.08,29.95,0.76
26390,-0.53,30.08,0.62,30.47,0.76,-0.10,29.95,0.76
26400,-0.58,30.47,0.62,30.47,0.76,-0.11,29.96,0.76
26410,0.32,29.61,0.62,30.47,0.76,-0.10,29.95,0.76
26420,-0.64,30.15,0.62,30.47,0.77,-0.12,29.96,0.77
26430,0.00,29.87,0.62,30.47,0.77,-0.11,29.95,0.77
26440,0.25,29.94,0.62,30.47,0.77,-0.10,29.95,0.77
26450,-0.04,30.02,0.62,30.47,0.77,-0.10,29.96,0.77
26460,0.24,30.45,0.62,30.47,0.77,-0.09,29.97,0.77
26470,-0.11,29.82,0.63,30.47,0.77,-0.09,29.96,0.77
26480,-0.18,30.12,0.62,30.47,0.77,-0.10,29.97,0.77
26490,0.07,30.31,0.63,30.48,0.77,-0.09,29.98,0.77
26500,0.53,30.08,0.63,30.48,0.77,-0.07,29.98,0.77
26510,-0.04,29.85,0.63,30.47,0.77,-0.07,29.98,0.77
26520,-0.08,30.00,0.63,30.48,0.77,-0.07,29.98,0.77
26530,-0.22,29.89,0.63,30.48,0.77,-0.08,29.97,0.77
26540,0.34,29.86,0.63,30.48,0.77,-0.06,29.97,0.77
26550,-0.01,29.82,0.63,30.48,0.77,-0.06,29.96,0.77
26560,-0.04,30.02,0.63,30.48,0.77,-0.06,29.97,0.77
26570,-0.80,29.69,0.63,30.48,0.78,-0.08,29.96,0.78
26580,-0.61,30.41,0.63,30.48,0.77,-0.10,29.97,0.77
26590,-0.28,29.40,0.63,30.48,0.78,-0.11,29.95,0.78
26600,-0.08,30.24,0.63,30.48,0.78,-0.10,29.96,0.78
26610,-0.20,29.97,0.63,30.48,0.78,-0.11,29.96,0.78
26620,0.50,29.73,0.64,30.48,0.78,-0.09,29.95,0.78
26630,0.45,30.11,0.64,30.48,0.78,-0.07,29.96,0.78
26640,0.14,29.93,0.64,30.48,0.78,-0.07,29.95,0.78
26650,-0.15,29.75,0.64,30.48,0.78,-0.07,29.95,0.78
26660,-0.53,29.93,0.64,30.48,0.78,-0.08,29.95,0.78
26670,0.05,29.73,0.64,30.48,0.78,-0.08,29.94,0.78
26680,0.31,29.92,0.64,30.48,0.78,-0.07,29.94,0.78
26690,-0.40,30.12,0.64,30.48,0.78,-0.08,29.94,0.78
26700,-1.11,30.31,0.64,30.48,0.78,-0.11,29.95,0.78
26710,0.25,30.11,0.64,30.48,0.78,-0.10,29.96,0.78
26720,0.11,30.12,0.64,30.48,0.78,-0.09,29.96,0.78
26730,0.23,30.31,0.64,30.48,0.79,-0.08,29.97,0.79
26740,0.14,29.90,0.64,30.48,0.79,-0.08,29.97,0.79
26750,-0.21,29.68,0.64,30.48,0.79,-0.08,29.96,0.79
26760,-0.29,29.74,0.64,30.48,0.79,-0.09,29.95,0.79
26770,0.30,30.07,0.64,30.48,0.79,-0.08,29.95,0.79
26780,-0.24,29.91,0.64,30.48,0.79,-0.08,29.95,0.79
26790,0.19,29.99,0.65,30.48,0.79,-0.07,29.95,0.79
26800,0.02,29.93,0.65,30.48,0.79,-0.07,29.95,0.79
26810,0.30,30.31,0.64,30.48,0.79,-0.06,29.96,0.79
26820,0.18,29.43,0.64,30.48,0.79,-0.05,29.94,0.79
26830,0.40,29.89,0.65,30.48,0.79,-0.04,29.94,0.79
26840,0.13,30.05,0.65,30.48,0.79,-0.03,29.94,0.79
26850,-0.26,29.75,0.65,30.48,0.79,-0.04,29.94,0.79
26860,-0.14,30.33,0.65,30.48,0.79,-0.04,29.95,0.79
26870,-0.13,29.57,0.65,30.48,0.79,-0.04,29.93,0.79
26880,0.42,29.82,0.65,30.48,0.79,-0.03,29.93,0.79
26890,0.03,29.74,0.65,30.48,0.79,-0.03,29.92,0.79
26900,-0.00,30.22,0.65,30.48,0.79,-0.03,29.93,0.79
26910,-0.03,30.51,0.65,30.48,0.79,-0.03,29.95,0.79
26920,-0.23,30.49,0.65,30.48,0.80,-0.04,29.96,0.80
26930,0.37,29.74,0.65,30.48,0.80,-0.02,29.96,0.80
26940,0.04,29.77,0.65,30.48,0.80,-0.02,29.95,0.80
26950,-0.08,30.11,0.65,30.48,0.80,-0.02,29.96,0.80
26960,0.36,29.72,0.65,30.48,0.80,-0.01,29.95,0.80
26970,-0.19,29.80,0.65,30.48,0.80,-0.02,29.94,0.80
26980,-0.06,30.36,0.65,30.48,0.80,-0.02,29.96,0.80
26990,-0.16,30.50,0.65,30.49,0.80,-0.02,29.97,0.80
27000,0.41,30.81,0.65,30.41,0.80,-0.01,29.92,0.80
27010,-0.04,29.75,0.65,30.26,0.80,-0.01,29.77,0.80
27020,-1.48,30.28,0.65,30.11,0.80,-0.05,29.64,0.80
27030,0.19,29.74,0.65,29.96,0.80,-0.05,29.50,0.80
27040,0.27,29.09,0.65,29.81,0.80,-0.04,29.34,0.80
27050,-1.30,29.13,0.65,29.66,0.80,-0.08,29.19,0.80
27060,0.53,29.13,0.65,29.51,0.80,-0.06,29.05,0.80
27070,0.18,28.50,0.65,29.36,0.81,-0.05,28.88,0.81
27080,0.18,28.57,0.65,29.21,0.81,-0.04,28.73,0.81
27090,1.04,28.79,0.65,29.06,0.81,-0.01,28.58,0.81
27100,0.81,28.92,0.65,28.91,0.81,0.01,28.45,0.81
27110,0.02,28.54,0.65,28.76,0.81,0.01,28.31,0.81
27120,0.19,28.49,0.65,28.61,0.81,0.02,28.17,0.81
27130,0.72,27.68,0.65,28.46,0.81,0.04,28.01,0.81
27140,0.80,28.26,0.65,28.31,0.81,0.07,27.87,0.81
27150,0.54,27.32,0.66,28.16,0.81,0.08,27.71,0.81
27160,-1.03,27.64,0.66,28.01,0.81,0.05,27.56,0.81
27170,0.00,27.79,0.65,27.86,0.81,0.05,27.42,0.81
27180,-0.73,26.87,0.65,27.72,0.81,0.02,27.26,0.81
27190,0.49,26.86,0.66,27.57,0.81,0.04,27.10,0.81
27200,-0.53,26.69,0.66,27.42,0.81,0.02,26.95,0.81
27210,0.90,26.05,0.66,27.27,0.81,0.05,26.77,0.81
27220,-0.50,27.07,0.66,27.11,0.81,0.04,26.64,0.81
27230,0.24,26.61,0.66,26.97,0.82,0.04,26.49,0.82
27240,0.56,27.20,0.66,26.82,0.82,0.06,26.37,0.82
27250,-1.05,26.69,0.66,26.67,0.82,0.03,26.23,0.82
27260,0.22,26.00,0.66,26.52,0.82,0.03,26.08,0.82
27270,0.65,25.58,0.66,26.37,0.82,0.05,25.92,0.82
27280,0.36,25.63,0.66,26.22,0.82,0.06,25.77,0.82
27290,0.26,26.29,0.66,26.07,0.82,0.07,25.64,0.82
27300,0.34,25.40,0.66,25.92,0.82,0.08,25.49,0.82
27310,-0.26,25.46,0.66,25.77,0.82,0.07,25.34,0.82
27320,0.86,25.71,0.66,25.62,0.82,0.09,25.21,0.82
27330,0.23,25.00,0.66,25.47,0.82,0.10,25.06,0.82
27340,1.15,24.95,0.66,25.32,0.82,0.13,24.91,0.82
27350,0.09,24.99,0.66,25.17,0.82,0.13,24.77,0.82
27360,0.78,25.29,0.66,25.02,0.82,0.15,24.64,0.82
27370,0.43,24.55,0.66,24.87,0.82,0.17,24.49,0.82
27380,0.01,24.13,0.66,24.72,0.82,0.16,24.33,0.82
27390,0.25,23.94,0.66,24.57,0.82,0.17,24.18,0.82
27400,-1.47,23.81,0.67,24.42,0.82,0.12,24.02,0.82
27410,-0.57,23.85,0.67,24.27,0.82,0.10,23.87,0.82
27420,-0.69,23.69,0.67,24.12,0.82,0.08,23.72,0.82
27430,-0.33,23.36,0.67,23.97,0.83,0.06,23.56,0.83
27440,-0.36,23.69,0.67,23.82,0.83,0.05,23.42,0.83
27450,0.33,23.81,0.67,23.67,0.82,0.06,23.29,0.82
27460,-0.29,22.78,0.67,23.52,0.83,0.05,23.13,0.83
27470,0.62,22.43,0.67,23.37,0.83,0.07,22.96,0.83
27480,-0.59,22.91,0.67,23.22,0.83,0.05,22.82,0.83
27490,-0.80,22.61,0.67,23.07,0.83,0.03,22.67,0.83
27500,-0.35,22.09,0.67,22.92,0.83,0.02,22.50,0.83
27510,-0.05,23.21,0.67,22.77,0.83,0.01,22.38,0.83
27520,0.46,23.19,0.68,22.62,0.83,0.03,22.26,0.83
27530,0.73,22.04,0.68,22.47,0.83,0.05,22.11,0.83
27540,0.59,21.97,0.68,22.32,0.83,0.07,21.96,0.83
27550,-0.33,22.28,0.68,22.17,0.83,0.06,21.83,0.83
27560,-0.99,21.66,0.68,22.03,0.83,0.03,21.68,0.83
27570,-0.75,22.57,0.68,21.88,0.83,0.00,21.56,0.83
27580,-0.33,20.87,0.68,21.73,0.84,-0.01,21.40,0.84
27590,1.01,21.53,0.68,21.58,0.84,0.03,21.26,0.84
27600,-0.47,22.09,0.68,21.43,0.84,0.01,21.14,0.84
27610,0.54,21.19,0.68,21.28,0.84,0.03,21.00,0.84
27620,0.22,20.70,0.69,21.13,0.84,0.03,20.85,0.84
27630,0.02,19.26,0.69,20.98,0.84,0.04,20.65,0.84
27640,0.57,20.65,0.69,20.83,0.84,0.05,20.51,0.84
27650,-0.15,20.60,0.69,20.68,0.84,0.05,20.37,0.84
27660,0.21,19.72,0.69,20.53,0.84,0.05,20.20,0.84
27670,-0.96,19.35,0.69,20.38,0.84,0.02,20.03,0.84
27680,0.03,20.66,0.69,20.23,0.84,0.02,19.91,0.84
27690,-0.18,21.07,0.69,20.08,0.84,0.01,19.80,0.84
27700,0.14,19.16,0.69,19.93,0.84,0.02,19.64,0.84
27710,-0.34,19.85,0.69,19.78,0.84,0.01,19.50,0.84
27720,-0.53,19.08,0.69,19.63,0.84,-0.01,19.34,0.84
27730,0.21,19.33,0.69,19.48,0.84,-0.00,19.20,0.84
27740,-0.48,19.80,0.69,19.33,0.85,-0.02,19.07,0.85
27750,0.54,19.83,0.69,19.18,0.85,0.00,18.95,0.85
27760,0.49,18.23,0.69,19.03,0.85,0.02,18.79,0.85
27770,0.64,18.30,0.69,18.88,0.85,0.04,18.63,0.85
27780,-0.26,18.70,0.69,18.73,0.85,0.03,18.49,0.85
27790,-0.07,17.62,0.69,18.59,0.85,0.02,18.32,0.85
27800,0.30,17.37,0.70,18.44,0.85,0.03,18.15,0.85
27810,0.28,18.29,0.70,18.29,0.85,0.04,18.01,0.85
27820,-0.47,18.18,0.70,18.14,0.85,0.03,17.87,0.85
27830,0.14,16.34,0.70,17.99,0.85,0.03,17.68,0.85
27840,0.13,17.67,0.70,17.84,0.85,0.03,17.54,0.85
27850,0.49,16.82,0.70,17.69,0.85,0.05,17.37,0.85
27860,0.73,17.35,0.70,17.54,0.85,0.07,17.23,0.85
27870,-0.25,16.39,0.70,17.39,0.85,0.06,17.06,0.85
27880,-0.46,16.18,0.70,17.24,0.85,0.04,16.89,0.85
27890,-0.03,16.52,0.70,17.09,0.85,0.04,16.73,0.85
27900,0.50,16.46,0.70,16.94,0.85,0.05,16.58,0.85
27910,0.27,16.90,0.70,16.79,0.85,0.06,16.44,0.85
27920,-0.31,16.28,0.70,16.65,0.85,0.05,16.29,0.85
27930,-0.71,15.95,0.70,16.50,0.86,0.03,16.14,0.86
27940,0.69,15.69,0.70,16.35,0.86,0.05,15.98,0.86
27950,0.64,16.02,0.70,16.20,0.86,0.07,15.84,0.86
27960,1.12,15.78,0.70,16.05,0.86,0.10,15.69,0.86
27970,0.01,14.86,0.70,15.90,0.86,0.10,15.52,0.86
27980,-0.71,16.38,0.70,15.75,0.86,0.07,15.40,0.86
27990,-0.38,15.13,0.70,15.60,0.86,0.06,15.25,0.86
28000,-0.58,15.27,0.70,15.45,0.86,0.04,15.11,0.86
28010,-0.29,13.92,0.70,15.30,0.86,0.03,14.93,0.86
28020,-0.87,15.10,0.70,15.15,0.86,0.00,14.79,0.86
28030,-0.54,15.09,0.70,15.00,0.86,-0.01,14.65,0.86
28040,0.13,14.81,0.70,14.85,0.86,-0.01,14.51,0.86
28050,-0.02,15.39,0.70,14.70,0.86,-0.01,14.39,0.86
28060,-1.31,14.55,0.70,14.55,0.86,-0.05,14.25,0.86
28070,-0.72,13.19,0.70,14.40,0.86,-0.07,14.08,0.86
28080,-0.68,14.16,0.70,14.25,0.86,-0.09,13.93,0.86
28090,-0.93,14.20,0.70,14.10,0.86,-0.12,13.80,0.86
28100,-0.54,13.22,0.70,13.95,0.86,-0.13,13.64,0.86
28110,0.10,13.64,0.70,13.80,0.87,-0.13,13.49,0.87
28120,1.39,13.49,0.70,13.65,0.87,-0.08,13.35,0.87
28130,0.63,13.17,0.70,13.50,0.87,-0.06,13.20,0.87
28140,-0.60,13.18,0.70,13.35,0.87,-0.08,13.05,0.87
28150,-0.38,12.63,0.70,13.21,0.87,-0.09,12.90,0.87
28160,-0.25,12.27,0.70,13.06,0.87,-0.10,12.73,0.87
28170,-0.05,12.17,0.71,12.91,0.87,-0.09,12.57,0.87
28180,0.74,12.62,0.71,12.76,0.87,-0.07,12.43,0.87
28190,0.71,12.11,0.71,12.61,0.87,-0.04,12.28,0.87
28200,0.33,11.82,0.71,12.46,0.87,-0.03,12.12,0.87
28210,-0.21,11.28,0.71,12.31,0.87,-0.04,11.95,0.87
28220,0.80,11.05,0.71,12.16,0.87,-0.01,11.78,0.87
28230,-1.02,12.69,0.71,12.01,0.87,-0.05,11.66,0.87
28240,0.72,11.95,0.71,11.86,0.88,-0.02,11.52,0.88
28250,0.60,11.22,0.71,11.71,0.88,-0.00,11.37,0.88
28260,-0.29,11.30,0.71,11.56,0.88,-0.01,11.22,0.88
28270,-0.43,11.73,0.71,11.41,0.88,-0.02,11.09,0.88
28280,-0.39,11.27,0.71,11.26,0.88,-0.03,10.95,0.88
28290,-0.05,10.40,0.71,11.11,0.88,-0.04,10.79,0.88
28300,0.56,10.84,0.72,10.96,0.88,-0.02,10.65,0.88
28310,0.77,10.46,0.71,10.82,0.88,0.01,10.50,0.88
28320,0.12,10.88,0.72,10.66,0.88,0.01,10.37,0.88
28330,-0.57,9.86,0.72,10.52,0.88,-0.01,10.21,0.88
28340,0.55,9.91,0.72,10.37,0.88,0.01,10.06,0.88
28350,-0.49,10.39,0.72,10.22,0.89,-0.01,9.92,0.89
